CountryName,CountryCode,Date,S1_School closing,S1_IsGeneral,S2_Workplace closing,S2_IsGeneral,S3_Cancel public events,S3_IsGeneral,S4_Close public transport,S4_IsGeneral,S5_Public information campaigns,S5_IsGeneral,S6_Restrictions on internal movement,S6_IsGeneral,S7_International travel controls,S8_Fiscal measures,S9_Monetary measures,S10_Emergency investment in health care,S11_Investment in Vaccines,S12_Testing framework,S13_Contact tracing,ConfirmedCases,ConfirmedDeaths,StringencyIndex,StringencyIndexForDisplay,NewConfirmedCases,NewConfirmedDeaths
Aruba,ABW,2020-01-26,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,
Aruba,ABW,2020-01-27,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,
Aruba,ABW,2020-01-28,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,
Aruba,ABW,2020-01-29,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,
Aruba,ABW,2020-01-30,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,
Aruba,ABW,2020-01-31,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,
Aruba,ABW,2020-02-01,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,
Aruba,ABW,2020-02-02,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,
Aruba,ABW,2020-02-03,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,
Aruba,ABW,2020-02-04,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,
Aruba,ABW,2020-02-05,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,
Aruba,ABW,2020-02-06,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,
Aruba,ABW,2020-02-07,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,
Aruba,ABW,2020-02-08,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,
Aruba,ABW,2020-02-09,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,
Aruba,ABW,2020-02-10,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,
Aruba,ABW,2020-02-11,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,
Aruba,ABW,2020-02-12,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,
Aruba,ABW,2020-02-13,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,
Aruba,ABW,2020-02-14,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,
Aruba,ABW,2020-02-15,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,
Aruba,ABW,2020-02-16,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,
Aruba,ABW,2020-02-17,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,
Aruba,ABW,2020-02-18,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,
Aruba,ABW,2020-02-19,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,
Aruba,ABW,2020-02-20,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,
Aruba,ABW,2020-02-21,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,
Aruba,ABW,2020-02-22,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,
Aruba,ABW,2020-02-23,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,
Aruba,ABW,2020-02-24,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,
Aruba,ABW,2020-02-25,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,
Aruba,ABW,2020-02-26,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,
Aruba,ABW,2020-02-27,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,
Aruba,ABW,2020-02-28,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,
Aruba,ABW,2020-02-29,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,
Aruba,ABW,2020-03-01,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,
Aruba,ABW,2020-03-02,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,
Aruba,ABW,2020-03-03,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,
Aruba,ABW,2020-03-04,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,
Aruba,ABW,2020-03-05,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,
Aruba,ABW,2020-03-06,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,
Aruba,ABW,2020-03-07,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,
Aruba,ABW,2020-03-08,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,
Aruba,ABW,2020-03-09,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,
Aruba,ABW,2020-03-10,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,
Aruba,ABW,2020-03-11,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,
Aruba,ABW,2020-03-12,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,
Aruba,ABW,2020-03-13,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,
Aruba,ABW,2020-03-14,0.0,,0.0,,0.0,,0.0,1.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,
Aruba,ABW,2020-03-15,0.0,,0.0,,0.0,,0.0,1.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,
Aruba,ABW,2020-03-16,2.0,1.0,0.0,,0.0,,0.0,1.0,0.0,,0.0,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,28.57,28.57,,
Aruba,ABW,2020-03-17,2.0,1.0,0.0,,0.0,,0.0,1.0,0.0,,0.0,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,28.57,28.57,,
Aruba,ABW,2020-03-18,2.0,1.0,0.0,,0.0,,0.0,1.0,1.0,1.0,0.0,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,42.86,42.86,,
Aruba,ABW,2020-03-19,2.0,1.0,0.0,,0.0,,0.0,1.0,1.0,1.0,0.0,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,42.86,42.86,,
Aruba,ABW,2020-03-20,2.0,1.0,0.0,,0.0,,0.0,1.0,1.0,1.0,0.0,,3.0,,,0.0,0.0,0.0,0.0,4.0,0.0,42.86,42.86,,
Aruba,ABW,2020-03-21,2.0,1.0,,,2.0,1.0,0.0,1.0,1.0,1.0,2.0,,3.0,,,0.0,0.0,0.0,0.0,,,66.67,66.67,,
Aruba,ABW,2020-03-22,2.0,1.0,,,2.0,1.0,0.0,1.0,1.0,1.0,2.0,,3.0,,,0.0,0.0,0.0,0.0,,,66.67,66.67,,
Aruba,ABW,2020-03-23,2.0,1.0,,,2.0,1.0,0.0,1.0,1.0,1.0,2.0,,3.0,,,0.0,0.0,0.0,0.0,,,66.67,66.67,,
Aruba,ABW,2020-03-24,2.0,1.0,,,2.0,1.0,0.0,1.0,1.0,1.0,2.0,,3.0,,,0.0,0.0,0.0,0.0,12.0,0.0,66.67,66.67,,
Aruba,ABW,2020-03-25,2.0,1.0,,,2.0,1.0,0.0,1.0,1.0,1.0,2.0,,3.0,,,0.0,0.0,0.0,0.0,17.0,0.0,66.67,66.67,5.0,0.0
Aruba,ABW,2020-03-26,2.0,1.0,,,2.0,1.0,0.0,1.0,1.0,1.0,2.0,,3.0,,,0.0,0.0,0.0,0.0,19.0,0.0,66.67,66.67,2.0,0.0
Aruba,ABW,2020-03-27,2.0,1.0,,,2.0,1.0,0.0,1.0,1.0,1.0,2.0,,3.0,,,0.0,0.0,0.0,0.0,28.0,0.0,66.67,66.67,9.0,0.0
Aruba,ABW,2020-03-28,2.0,1.0,,,2.0,1.0,0.0,1.0,1.0,1.0,2.0,,3.0,,,0.0,0.0,0.0,0.0,28.0,0.0,66.67,66.67,0.0,0.0
Aruba,ABW,2020-03-29,2.0,1.0,,,2.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,3.0,,,0.0,0.0,0.0,0.0,28.0,0.0,71.43,71.43,0.0,0.0
Aruba,ABW,2020-03-30,2.0,1.0,,,2.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,3.0,,,0.0,0.0,0.0,0.0,50.0,0.0,71.43,71.43,22.0,0.0
Aruba,ABW,2020-03-31,2.0,1.0,,,2.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,3.0,,,0.0,0.0,0.0,0.0,,,71.43,71.43,,
Aruba,ABW,2020-04-01,2.0,1.0,,,2.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,3.0,,,0.0,0.0,0.0,0.0,55.0,0.0,71.43,71.43,,
Aruba,ABW,2020-04-02,2.0,1.0,,,2.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,3.0,,,0.0,0.0,0.0,0.0,55.0,0.0,71.43,71.43,0.0,0.0
Aruba,ABW,2020-04-03,2.0,1.0,,,2.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,3.0,,,0.0,0.0,0.0,0.0,60.0,0.0,71.43,71.43,5.0,0.0
Aruba,ABW,2020-04-04,2.0,1.0,,,2.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,3.0,,,0.0,0.0,0.0,0.0,62.0,0.0,71.43,71.43,2.0,0.0
Aruba,ABW,2020-04-05,2.0,1.0,,,2.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,3.0,,,0.0,0.0,0.0,0.0,64.0,0.0,71.43,71.43,2.0,0.0
Aruba,ABW,2020-04-06,2.0,1.0,,,2.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,3.0,,,0.0,0.0,0.0,0.0,64.0,0.0,71.43,71.43,0.0,0.0
Aruba,ABW,2020-04-07,2.0,1.0,,,2.0,1.0,,,,,2.0,1.0,3.0,,,,,,,71.0,0.0,,,7.0,0.0
Aruba,ABW,2020-04-08,2.0,1.0,,,2.0,1.0,,,,,2.0,1.0,3.0,,,,,,,74.0,0.0,,,3.0,0.0
Aruba,ABW,2020-04-09,2.0,1.0,,,2.0,1.0,,,,,2.0,1.0,3.0,,,,,,,77.0,0.0,,,3.0,0.0
Aruba,ABW,2020-04-10,2.0,1.0,,,2.0,1.0,,,,,2.0,1.0,3.0,,,,,,,82.0,0.0,,,5.0,0.0
Aruba,ABW,2020-04-11,2.0,1.0,,,2.0,1.0,,,,,2.0,1.0,3.0,,,,,,,86.0,0.0,,,4.0,0.0
Aruba,ABW,2020-04-12,2.0,1.0,,,2.0,1.0,,,,,2.0,1.0,3.0,,,,,,,92.0,0.0,,71.43,6.0,0.0
Aruba,ABW,2020-04-13,2.0,1.0,,,2.0,1.0,,,,,2.0,1.0,,,,,,,,92.0,0.0,,71.43,0.0,0.0
Aruba,ABW,2020-04-14,2.0,1.0,,,2.0,1.0,,,,,2.0,1.0,,,,,,,,92.0,0.0,,71.43,0.0,0.0
Aruba,ABW,2020-04-15,2.0,1.0,,,2.0,1.0,,,,,2.0,1.0,,,,,,,,92.0,0.0,,71.43,0.0,0.0
Aruba,ABW,2020-04-16,2.0,1.0,,,2.0,1.0,,,,,2.0,1.0,,,,,,,,93.0,1.0,,71.43,1.0,1.0
Aruba,ABW,2020-04-17,2.0,1.0,,,2.0,1.0,,,,,2.0,1.0,,,,,,,,95.0,1.0,,71.43,2.0,0.0
Aruba,ABW,2020-04-18,2.0,1.0,,,2.0,1.0,,,,,2.0,1.0,,,,,,,,96.0,2.0,,71.43,1.0,1.0
Afghanistan,AFG,2020-01-01,0.0,1.0,0.0,,0.0,1.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Afghanistan,AFG,2020-01-02,0.0,1.0,0.0,,0.0,1.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,AFG,2020-01-03,0.0,1.0,0.0,,0.0,1.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,AFG,2020-01-04,0.0,1.0,0.0,,0.0,1.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,AFG,2020-01-05,0.0,1.0,0.0,,0.0,1.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,AFG,2020-01-06,0.0,1.0,0.0,,0.0,1.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,AFG,2020-01-07,0.0,1.0,0.0,,0.0,1.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,AFG,2020-01-08,0.0,1.0,0.0,,0.0,1.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,AFG,2020-01-09,0.0,1.0,0.0,,0.0,1.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,AFG,2020-01-10,0.0,1.0,0.0,,0.0,1.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,AFG,2020-01-11,0.0,1.0,0.0,,0.0,1.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,AFG,2020-01-12,0.0,1.0,0.0,,0.0,1.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,AFG,2020-01-13,0.0,1.0,0.0,,0.0,1.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,AFG,2020-01-14,0.0,1.0,0.0,,0.0,1.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,AFG,2020-01-15,0.0,1.0,0.0,,0.0,1.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,AFG,2020-01-16,0.0,1.0,0.0,,0.0,1.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,AFG,2020-01-17,0.0,1.0,0.0,,0.0,1.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,AFG,2020-01-18,0.0,1.0,0.0,,0.0,1.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,AFG,2020-01-19,0.0,1.0,0.0,,0.0,1.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,AFG,2020-01-20,0.0,1.0,0.0,,0.0,1.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,AFG,2020-01-21,0.0,1.0,0.0,,0.0,1.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,AFG,2020-01-22,0.0,1.0,0.0,,0.0,1.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,AFG,2020-01-23,0.0,1.0,0.0,,0.0,1.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,AFG,2020-01-24,0.0,1.0,0.0,,0.0,1.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,AFG,2020-01-25,0.0,1.0,0.0,,0.0,1.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,AFG,2020-01-26,0.0,1.0,0.0,,0.0,1.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,AFG,2020-01-27,0.0,1.0,0.0,,0.0,1.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,AFG,2020-01-28,0.0,1.0,0.0,,0.0,1.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,AFG,2020-01-29,0.0,1.0,0.0,,0.0,1.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,AFG,2020-01-30,0.0,1.0,0.0,,0.0,1.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,AFG,2020-01-31,0.0,1.0,0.0,,0.0,1.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,AFG,2020-02-01,0.0,1.0,0.0,,0.0,1.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,AFG,2020-02-02,0.0,1.0,0.0,,0.0,1.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,AFG,2020-02-03,0.0,1.0,0.0,,0.0,1.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,AFG,2020-02-04,0.0,1.0,0.0,,0.0,1.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,AFG,2020-02-05,0.0,1.0,0.0,,0.0,1.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
