"","date","confirmed","recovered","deaths","country_code","StringencyIndex","StringencyIndexForDisplay","since_first"
"1",2020-02-24,1,0,0,"AFG",0,0,1
"2",2020-02-25,0,0,0,"AFG",0,0,2
"3",2020-02-26,0,0,0,"AFG",0,0,3
"4",2020-02-27,0,0,0,"AFG",0,0,4
"5",2020-02-28,0,0,0,"AFG",0,0,5
"6",2020-02-29,0,0,0,"AFG",0,0,6
"7",2020-03-01,0,0,0,"AFG",23.81,23.81,7
"8",2020-03-02,0,0,0,"AFG",28.57,28.57,8
"9",2020-03-03,0,0,0,"AFG",28.57,28.57,9
"10",2020-03-04,0,0,0,"AFG",28.57,28.57,10
"11",2020-03-05,0,0,0,"AFG",28.57,28.57,11
"12",2020-03-06,0,0,0,"AFG",28.57,28.57,12
"13",2020-03-07,0,0,0,"AFG",28.57,28.57,13
"14",2020-03-08,3,0,0,"AFG",28.57,28.57,14
"15",2020-03-09,0,0,0,"AFG",28.57,28.57,15
"16",2020-03-10,1,0,0,"AFG",28.57,28.57,16
"17",2020-03-11,2,0,0,"AFG",28.57,28.57,17
"18",2020-03-12,0,0,0,"AFG",28.57,28.57,18
"19",2020-03-13,0,0,0,"AFG",28.57,28.57,19
"20",2020-03-14,4,0,0,"AFG",42.86,42.86,20
"21",2020-03-15,5,0,0,"AFG",42.86,42.86,21
"22",2020-03-16,5,1,0,"AFG",42.86,42.86,22
"23",2020-03-17,1,0,0,"AFG",42.86,42.86,23
"24",2020-03-18,0,0,0,"AFG",42.86,42.86,24
"25",2020-03-19,0,0,0,"AFG",42.86,42.86,25
"26",2020-03-20,2,0,0,"AFG",42.86,42.86,26
"27",2020-03-21,0,0,0,"AFG",42.86,42.86,27
"28",2020-03-22,16,0,1,"AFG",42.86,42.86,28
"29",2020-03-23,0,0,0,"AFG",42.86,42.86,29
"30",2020-03-24,34,0,0,"AFG",52.38,52.38,30
"31",2020-03-25,10,1,1,"AFG",52.38,52.38,31
"32",2020-03-26,10,0,2,"AFG",61.9,61.9,32
"33",2020-03-27,16,0,0,"AFG",71.43,71.43,33
"34",2020-03-28,0,0,0,"AFG",71.43,71.43,34
"35",2020-03-29,10,0,0,"AFG",71.43,71.43,35
"36",2020-03-30,50,0,0,"AFG",71.43,71.43,36
"37",2020-03-31,4,3,0,"AFG",71.43,71.43,37
"38",2020-04-01,63,0,0,"AFG",71.43,71.43,38
"39",2020-04-02,36,5,2,"AFG",71.43,71.43,39
"40",2020-04-03,8,0,0,"AFG",71.43,71.43,40
"41",2020-04-04,18,0,1,"AFG",71.43,71.43,41
"42",2020-04-05,50,5,0,"AFG",71.43,71.43,42
"43",2020-04-06,18,3,4,"AFG",71.43,71.43,43
"44",2020-04-07,56,0,3,"AFG",71.43,71.43,44
"45",2020-04-08,21,11,0,"AFG",71.43,71.43,45
"46",2020-04-09,40,3,1,"AFG",71.43,71.43,46
"47",2020-04-10,37,0,0,"AFG",71.43,71.43,47
"48",2020-04-11,34,0,3,"AFG",71.43,71.43,48
"49",2020-04-12,52,0,0,"AFG",71.43,71.43,49
"50",2020-04-13,58,0,3,"AFG",71.43,71.43,50
"51",2020-04-14,49,8,2,"AFG",71.43,71.43,51
"52",2020-04-15,70,3,2,"AFG",71.43,71.43,52
"53",2020-04-16,56,11,5,"AFG",71.43,71.43,53
"54",2020-04-17,66,45,0,"AFG",71.43,71.43,54
"55",2020-03-09,2,0,0,"ALB",25.5114285714286,25.5114285714286,1
"56",2020-03-10,8,0,0,"ALB",29.5922857142857,29.5922857142857,2
"57",2020-03-11,2,0,1,"ALB",34.7628571428571,34.7628571428571,3
"58",2020-03-12,11,0,0,"ALB",44.5582857142857,44.5582857142857,4
"59",2020-03-13,10,0,0,"ALB",50.5448571428571,50.5448571428571,5
"60",2020-03-14,5,0,0,"ALB",52.5854285714286,52.5854285714286,6
"61",2020-03-15,4,0,0,"ALB",54.7625714285714,54.7625714285714,7
"62",2020-03-16,9,0,0,"ALB",62.8966666666667,62.8966666666667,8
"63",2020-03-17,4,0,0,"ALB",66.8652777777778,66.8652777777778,9
"64",2020-03-18,4,0,1,"ALB",70.1713888888889,70.1713888888889,10
"65",2020-03-19,5,0,0,"ALB",72.1558333333333,72.1558333333333,11
"66",2020-03-20,6,0,0,"ALB",73.3463888888889,73.3463888888889,12
"67",2020-03-21,6,2,0,"ALB",75.3308333333333,75.3308333333333,13
"68",2020-03-22,13,0,0,"ALB",76.1244444444444,76.1244444444444,14
"69",2020-03-23,15,0,2,"ALB",78.2408333333333,78.2408333333333,15
"70",2020-03-24,19,8,1,"ALB",79.8938888888889,79.8938888888889,16
"71",2020-03-25,23,7,0,"ALB",81.0841666666667,81.0841666666667,17
"72",2020-03-26,28,0,1,"ALB",81.0841666666667,81.0841666666667,18
"73",2020-03-27,12,14,2,"ALB",81.7455555555556,81.7455555555556,19
"74",2020-03-28,11,0,2,"ALB",81.8780555555556,81.8780555555556,20
"75",2020-03-29,15,2,0,"ALB",82.0763888888889,82.0763888888889,21
"76",2020-03-30,11,11,1,"ALB",82.4730555555556,82.4730555555556,22
"77",2020-03-31,20,8,4,"ALB",83.2666666666667,83.2666666666667,23
"78",2020-04-01,16,15,0,"ALB",83.2663888888889,83.2663888888889,24
"79",2020-04-02,18,9,1,"ALB",84.0128571428571,84.0128571428571,25
"80",2020-04-03,27,13,1,"ALB",83.7405714285714,83.7405714285714,26
"81",2020-04-04,29,10,3,"ALB",84.1485714285714,84.1485714285714,27
"82",2020-04-05,28,5,0,"ALB",84.1485714285714,84.1485714285714,28
"83",2020-04-06,16,12,1,"ALB",84.1485714285714,84.1485714285714,29
"84",2020-04-07,6,15,1,"ALB",84.1485714285714,84.1485714285714,30
"85",2020-04-08,17,23,0,"ALB",83.8765714285714,83.8765714285714,31
"86",2020-04-09,9,11,1,"ALB",83.704375,83.704375,32
"87",2020-04-10,7,17,0,"ALB",84.6462068965517,84.6462068965517,33
"88",2020-04-11,17,15,0,"ALB",84.6462068965517,84.6462068965517,34
"89",2020-04-12,13,20,0,"ALB",84.7782142857143,84.8538888888889,35
"90",2020-04-13,21,15,0,"ALB",85.89,85.0522222222222,36
"91",2020-04-14,8,16,1,"ALB",87.2178947368421,85.0522222222222,37
"92",2020-04-15,19,3,1,"ALB",86.9673684210526,84.92,38
"93",2020-04-16,24,26,1,"ALB",86.395,84.92,39
"94",2020-04-17,21,6,0,"ALB",92.86,84.92,40
"95",2020-02-25,1,0,0,"DZA",0,0,1
"96",2020-02-26,0,0,0,"DZA",0,0,2
"97",2020-02-27,0,0,0,"DZA",0,0,3
"98",2020-02-28,0,0,0,"DZA",0,0,4
"99",2020-02-29,0,0,0,"DZA",0,0,5
"100",2020-03-01,0,0,0,"DZA",0,0,6
"101",2020-03-02,2,0,0,"DZA",0,0,7
"102",2020-03-03,2,0,0,"DZA",0,0,8
"103",2020-03-04,7,0,0,"DZA",0,0,9
"104",2020-03-05,0,0,0,"DZA",14.29,14.29,10
"105",2020-03-06,5,0,0,"DZA",14.29,14.29,11
"106",2020-03-07,0,0,0,"DZA",14.29,14.29,12
"107",2020-03-08,2,0,0,"DZA",14.29,14.29,13
"108",2020-03-09,1,0,0,"DZA",14.29,14.29,14
"109",2020-03-10,0,0,0,"DZA",14.29,14.29,15
"110",2020-03-11,0,0,0,"DZA",14.29,14.29,16
"111",2020-03-12,4,8,1,"DZA",33.33,33.33,17
"112",2020-03-13,2,0,1,"DZA",33.33,33.33,18
"113",2020-03-14,11,4,1,"DZA",33.33,33.33,19
"114",2020-03-15,11,0,1,"DZA",33.33,33.33,20
"115",2020-03-16,6,0,0,"DZA",33.33,33.33,21
"116",2020-03-17,6,0,0,"DZA",33.33,33.33,22
"117",2020-03-18,14,0,3,"DZA",47.62,47.62,23
"118",2020-03-19,13,20,2,"DZA",47.62,47.62,24
"119",2020-03-20,3,0,2,"DZA",57.14,57.14,25
"120",2020-03-21,49,0,4,"DZA",57.14,57.14,26
"121",2020-03-22,62,33,2,"DZA",76.19,76.19,27
"122",2020-03-23,29,0,0,"DZA",85.71,85.71,28
"123",2020-03-24,34,-41,2,"DZA",85.71,85.71,29
"124",2020-03-25,38,41,2,"DZA",85.71,85.71,30
"125",2020-03-26,65,-36,4,"DZA",85.71,85.71,31
"126",2020-03-27,42,0,1,"DZA",85.71,85.71,32
"127",2020-03-28,45,2,3,"DZA",85.71,85.71,33
"128",2020-03-29,57,0,2,"DZA",85.71,85.71,34
"129",2020-03-30,73,6,4,"DZA",85.71,85.71,35
"130",2020-03-31,132,9,9,"DZA",85.71,85.71,36
"131",2020-04-01,131,15,14,"DZA",90.48,90.48,37
"132",2020-04-02,139,0,28,"DZA",90.48,90.48,38
"133",2020-04-03,185,1,19,"DZA",90.48,90.48,39
"134",2020-04-04,80,28,25,"DZA",90.48,90.48,40
"135",2020-04-05,69,0,22,"DZA",95.24,95.24,41
"136",2020-04-06,103,0,21,"DZA",95.24,95.24,42
"137",2020-04-07,45,23,20,"DZA",95.24,95.24,43
"138",2020-04-08,104,124,12,"DZA",95.24,95.24,44
"139",2020-04-09,94,110,30,"DZA",95.24,95.24,45
"140",2020-04-10,95,58,21,"DZA",95.24,95.24,46
"141",2020-04-11,64,55,19,"DZA",95.24,95.24,47
"142",2020-04-12,89,131,18,"DZA",95.24,95.24,48
"143",2020-04-13,69,10,20,"DZA",95.24,95.24,49
"144",2020-04-14,87,90,13,"DZA",93.59,95.24,50
"145",2020-04-15,90,17,10,"DZA",93.59,95.24,51
"146",2020-04-16,108,75,12,"DZA",93.155,95.24,52
"147",2020-04-17,150,63,16,"DZA",84.92,95.24,53
"148",2020-03-02,1,0,0,"AND",0,0,1
"149",2020-03-03,0,0,0,"AND",0,0,2
"150",2020-03-04,0,0,0,"AND",0,0,3
"151",2020-03-05,0,0,0,"AND",0,0,4
"152",2020-03-06,0,0,0,"AND",0,0,5
"153",2020-03-07,0,0,0,"AND",0,0,6
"154",2020-03-08,0,0,0,"AND",0,0,7
"155",2020-03-09,0,0,0,"AND",0,0,8
"156",2020-03-10,0,0,0,"AND",0,0,9
"157",2020-03-11,0,0,0,"AND",0,0,10
"158",2020-03-12,0,1,0,"AND",0,0,11
"159",2020-03-13,0,-1,0,"AND",0,0,12
"160",2020-03-14,0,1,0,"AND",0,0,13
"161",2020-03-15,0,0,0,"AND",0,0,14
"162",2020-03-16,1,0,0,"AND",14.29,14.29,15
"163",2020-03-17,37,0,0,"AND",14.29,14.29,16
"164",2020-03-18,0,0,0,"AND",14.29,14.29,17
"165",2020-03-19,14,0,0,"AND",14.29,14.29,18
"166",2020-03-20,22,0,0,"AND",14.29,14.29,19
"167",2020-03-21,13,0,0,"AND",14.29,14.29,20
"168",2020-03-22,25,0,1,"AND",14.29,14.29,21
"169",2020-03-23,20,0,0,"AND",14.29,14.29,22
"170",2020-03-24,31,0,0,"AND",14.29,14.29,23
"171",2020-03-25,24,0,0,"AND",57.14,57.14,24
"172",2020-03-26,36,0,2,"AND",57.14,57.14,25
"173",2020-03-27,43,0,0,"AND",57.14,57.14,26
"174",2020-03-28,41,0,0,"AND",57.14,57.14,27
"175",2020-03-29,26,0,3,"AND",57.14,57.14,28
"176",2020-03-30,36,9,2,"AND",57.14,57.14,29
"177",2020-03-31,6,0,4,"AND",57.14,57.14,30
"178",2020-04-01,14,0,2,"AND",57.14,57.14,31
"179",2020-04-02,38,0,1,"AND",57.14,57.14,32
"180",2020-04-03,11,6,1,"AND",57.14,57.14,33
"181",2020-04-04,27,5,1,"AND",57.14,57.14,34
"182",2020-04-05,35,5,1,"AND",57.14,57.14,35
"183",2020-04-06,24,5,3,"AND",57.14,57.14,36
"184",2020-04-07,20,8,1,"AND",57.14,57.14,37
"185",2020-04-08,19,13,1,"AND",57.14,57.14,38
"186",2020-04-09,19,6,2,"AND",57.14,57.14,39
"187",2020-04-10,18,13,1,"AND",57.14,57.14,40
"188",2020-04-11,0,0,0,"AND",57.14,57.14,41
"189",2020-04-12,37,57,3,"AND",57.14,57.14,42
"190",2020-04-13,8,0,0,"AND",57.14,57.14,43
"191",2020-04-14,13,0,2,"AND",87.2178947368421,57.14,44
"192",2020-04-15,14,41,2,"AND",86.9673684210526,57.14,45
"193",2020-04-16,0,0,0,"AND",86.395,57.14,46
"194",2020-04-17,23,22,2,"AND",92.86,57.14,47
"195",2020-03-20,1,0,0,"AGO",14.29,14.29,1
"196",2020-03-21,1,0,0,"AGO",14.29,14.29,2
"197",2020-03-22,0,0,0,"AGO",14.29,14.29,3
"198",2020-03-23,1,0,0,"AGO",14.29,14.29,4
"199",2020-03-24,0,0,0,"AGO",47.62,47.62,5
"200",2020-03-25,0,0,0,"AGO",52.38,52.38,6
"201",2020-03-26,1,0,0,"AGO",52.38,52.38,7
"202",2020-03-27,0,0,0,"AGO",71.43,71.43,8
"203",2020-03-28,1,0,0,"AGO",71.43,71.43,9
"204",2020-03-29,2,0,2,"AGO",71.43,71.43,10
"205",2020-03-30,0,0,0,"AGO",71.43,71.43,11
"206",2020-03-31,0,1,0,"AGO",71.43,71.43,12
"207",2020-04-01,1,0,0,"AGO",71.43,71.43,13
"208",2020-04-02,0,0,0,"AGO",71.43,71.43,14
"209",2020-04-03,0,0,0,"AGO",71.43,71.43,15
"210",2020-04-04,2,1,0,"AGO",71.43,71.43,16
"211",2020-04-05,4,0,0,"AGO",71.43,71.43,17
"212",2020-04-06,2,0,0,"AGO",71.43,71.43,18
"213",2020-04-07,1,0,0,"AGO",71.43,71.43,19
"214",2020-04-08,2,0,0,"AGO",71.43,71.43,20
"215",2020-04-09,0,0,0,"AGO",71.43,71.43,21
"216",2020-04-10,0,0,0,"AGO",71.43,71.43,22
"217",2020-04-11,0,2,0,"AGO",71.43,71.43,23
"218",2020-04-12,0,0,0,"AGO",71.43,71.43,24
"219",2020-04-13,0,0,0,"AGO",71.43,71.43,25
"220",2020-04-14,0,1,0,"AGO",71.43,71.43,26
"221",2020-04-15,0,0,0,"AGO",71.43,71.43,27
"222",2020-04-16,0,0,0,"AGO",71.43,71.43,28
"223",2020-04-17,0,0,0,"AGO",76.9833333333333,71.43,29
"224",2020-03-13,1,0,0,"ATG",36.9752941176471,36.9752941176471,1
"225",2020-03-14,0,0,0,"ATG",37.7561904761905,37.7561904761905,2
"226",2020-03-15,0,0,0,"ATG",42.2904761904762,42.2904761904762,3
"227",2020-03-16,0,0,0,"ATG",54.5352380952381,54.5352380952381,4
"228",2020-03-17,0,0,0,"ATG",59.4154545454545,59.4154545454545,5
"229",2020-03-18,0,0,0,"ATG",63.3109090909091,63.3109090909091,6
"230",2020-03-19,0,0,0,"ATG",62.4995833333333,62.4995833333333,7
"231",2020-03-20,0,0,0,"ATG",66.865,66.865,8
"232",2020-03-21,0,0,0,"ATG",69.2458333333333,69.2458333333333,9
"233",2020-03-22,0,0,0,"ATG",69.6429166666667,69.6429166666667,10
"234",2020-03-23,2,0,0,"ATG",71.238,71.238,11
"235",2020-03-24,0,0,0,"ATG",73.714,73.714,12
"236",2020-03-25,0,0,0,"ATG",75.9996,75.9996,13
"237",2020-03-26,4,0,0,"ATG",76.5708,76.5708,14
"238",2020-03-27,0,0,0,"ATG",76.5708,76.5708,15
"239",2020-03-28,0,0,0,"ATG",77.9044,77.9044,16
"240",2020-03-29,0,0,0,"ATG",78.0948,78.0948,17
"241",2020-03-30,0,0,0,"ATG",79.0468,79.0468,18
"242",2020-03-31,0,0,0,"ATG",79.2372,79.2372,19
"243",2020-04-01,0,0,0,"ATG",80.19,80.19,20
"244",2020-04-02,2,0,0,"ATG",80.7612,80.7612,21
"245",2020-04-03,6,0,0,"ATG",82.0944,82.0944,22
"246",2020-04-04,0,0,0,"ATG",82.2848,82.2848,23
"247",2020-04-05,0,0,0,"ATG",82.0944,82.0944,24
"248",2020-04-06,0,0,0,"ATG",82.2848,82.2848,25
"249",2020-04-07,4,0,1,"ATG",82.4004347826087,82.4004347826087,26
"250",2020-04-08,0,0,1,"ATG",80.9518181818182,80.9518181818182,27
"251",2020-04-09,0,0,0,"ATG",80.0447619047619,80.0447619047619,28
"252",2020-04-10,0,0,0,"ATG",80.7135,80.7135,29
"253",2020-04-11,2,0,0,"ATG",81.428,81.428,30
"254",2020-04-12,0,0,0,"ATG",81.19,81.714,31
"255",2020-04-13,2,0,0,"ATG",80.3247368421053,80.8564,32
"256",2020-04-14,0,3,0,"ATG",86.7335714285714,80.8564,33
"257",2020-04-15,0,0,0,"ATG",89.523,80.8564,34
"258",2020-04-16,0,0,1,"ATG",87.7542857142857,80.8564,35
"259",2020-04-17,0,0,0,"ATG",85.7133333333333,80.8564,36
"260",2020-03-03,1,0,0,"ARG",14.29,14.29,1
"261",2020-03-04,0,0,0,"ARG",14.29,14.29,2
"262",2020-03-05,0,0,0,"ARG",14.29,14.29,3
"263",2020-03-06,1,0,0,"ARG",14.29,14.29,4
"264",2020-03-07,6,0,0,"ARG",14.29,14.29,5
"265",2020-03-08,4,0,1,"ARG",14.29,14.29,6
"266",2020-03-09,0,0,0,"ARG",14.29,14.29,7
"267",2020-03-10,5,0,0,"ARG",14.29,14.29,8
"268",2020-03-11,2,0,0,"ARG",23.81,23.81,9
"269",2020-03-12,0,0,0,"ARG",23.81,23.81,10
"270",2020-03-13,12,0,1,"ARG",38.1,38.1,11
"271",2020-03-14,3,1,0,"ARG",38.1,38.1,12
"272",2020-03-15,11,0,0,"ARG",38.1,38.1,13
"273",2020-03-16,11,0,0,"ARG",66.67,66.67,14
"274",2020-03-17,12,2,0,"ARG",66.67,66.67,15
"275",2020-03-18,11,0,0,"ARG",66.67,66.67,16
"276",2020-03-19,18,0,1,"ARG",66.67,66.67,17
"277",2020-03-20,31,0,0,"ARG",95.24,95.24,18
"278",2020-03-21,30,0,1,"ARG",95.24,95.24,19
"279",2020-03-22,108,0,0,"ARG",95.24,95.24,20
"280",2020-03-23,35,0,0,"ARG",95.24,95.24,21
"281",2020-03-24,86,49,2,"ARG",95.24,95.24,22
"282",2020-03-25,0,0,2,"ARG",95.24,95.24,23
"283",2020-03-26,115,11,1,"ARG",95.24,95.24,24
"284",2020-03-27,87,9,4,"ARG",95.24,95.24,25
"285",2020-03-28,101,0,5,"ARG",95.24,95.24,26
"286",2020-03-29,55,0,1,"ARG",95.24,95.24,27
"287",2020-03-30,75,156,4,"ARG",95.24,95.24,28
"288",2020-03-31,234,12,4,"ARG",95.24,95.24,29
"289",2020-04-01,0,8,1,"ARG",90.48,90.48,30
"290",2020-04-02,79,8,8,"ARG",90.48,90.48,31
"291",2020-04-03,132,10,3,"ARG",90.48,90.48,32
"292",2020-04-04,186,13,4,"ARG",95.24,95.24,33
"293",2020-04-05,0,1,1,"ARG",95.24,95.24,34
"294",2020-04-06,103,45,4,"ARG",95.24,95.24,35
"295",2020-04-07,74,13,8,"ARG",95.24,95.24,36
"296",2020-04-08,87,20,7,"ARG",95.24,95.24,37
"297",2020-04-09,80,7,9,"ARG",100,100,38
"298",2020-04-10,180,10,10,"ARG",100,100,39
"299",2020-04-11,0,65,1,"ARG",100,100,40
"300",2020-04-12,167,28,7,"ARG",95.24,95.24,41
"301",2020-04-13,66,47,7,"ARG",95.24,95.24,42
"302",2020-04-14,69,44,5,"ARG",95.24,95.24,43
"303",2020-04-15,166,37,9,"ARG",95.24,95.24,44
"304",2020-04-16,128,35,4,"ARG",95.24,95.24,45
"305",2020-04-17,98,35,8,"ARG",85.7133333333333,95.24,46
"306",2020-03-01,1,0,0,"ARM",30.3036363636364,30.3036363636364,1
"307",2020-03-02,0,0,0,"ARM",27.4730769230769,27.4730769230769,2
"308",2020-03-03,0,0,0,"ARM",27.5521428571429,27.5521428571429,3
"309",2020-03-04,0,0,0,"ARM",27.938,27.938,4
"310",2020-03-05,0,0,0,"ARM",32.74,32.74,5
"311",2020-03-06,0,0,0,"ARM",32.74,32.74,6
"312",2020-03-07,0,0,0,"ARM",33.335,33.335,7
"313",2020-03-08,0,0,0,"ARM",34.2275,34.2275,8
"314",2020-03-09,0,0,0,"ARM",36.46,36.46,9
"315",2020-03-10,0,0,0,"ARM",38.84,38.84,10
"316",2020-03-11,0,0,0,"ARM",40.4776470588235,40.4776470588235,11
"317",2020-03-12,3,0,0,"ARM",43.2776470588235,43.2776470588235,12
"318",2020-03-13,4,0,0,"ARM",47.1988235294118,47.1988235294118,13
"319",2020-03-14,10,0,0,"ARM",49.0194117647059,49.0194117647059,14
"320",2020-03-15,8,0,0,"ARM",53.0817647058823,53.0817647058823,15
"321",2020-03-16,26,0,0,"ARM",60.7835294117647,60.7835294117647,16
"322",2020-03-17,26,1,0,"ARM",63.5841176470588,63.5841176470588,17
"323",2020-03-18,6,0,0,"ARM",69.4676470588235,69.4676470588235,18
"324",2020-03-19,31,0,0,"ARM",73.3894117647059,73.3894117647059,19
"325",2020-03-20,21,0,0,"ARM",74.51,74.51,20
"326",2020-03-21,24,0,0,"ARM",77.0311764705882,77.0311764705882,21
"327",2020-03-22,34,1,0,"ARM",82.805,82.805,22
"328",2020-03-23,41,0,0,"ARM",84.7888888888889,84.7888888888889,23
"329",2020-03-24,14,12,0,"ARM",86.1122222222222,86.1122222222222,24
"330",2020-03-25,16,2,0,"ARM",88.2277777777778,88.2277777777778,25
"331",2020-03-26,25,2,1,"ARM",89.0216666666667,89.0216666666667,26
"332",2020-03-27,39,10,0,"ARM",90.3444444444444,90.3444444444444,27
"333",2020-03-28,78,2,0,"ARM",90.3444444444444,90.3444444444444,28
"334",2020-03-29,17,0,2,"ARM",90.8733333333333,90.8733333333333,29
"335",2020-03-30,58,0,0,"ARM",90.8733333333333,90.8733333333333,30
"336",2020-03-31,50,0,0,"ARM",91.9311111111111,91.9311111111111,31
"337",2020-04-01,39,1,1,"ARM",92.725,92.725,32
"338",2020-04-02,92,2,3,"ARM",92.725,92.725,33
"339",2020-04-03,73,10,0,"ARM",92.7255555555556,92.7255555555556,34
"340",2020-04-04,34,0,0,"ARM",92.7255555555556,92.7255555555556,35
"341",2020-04-05,52,14,0,"ARM",92.7255555555556,92.7255555555556,36
"342",2020-04-06,11,5,1,"ARM",91.9316666666667,91.9316666666667,37
"343",2020-04-07,20,25,0,"ARM",92.70875,92.70875,38
"344",2020-04-08,28,27,1,"ARM",92.70875,92.70875,39
"345",2020-04-09,40,24,1,"ARM",93.00625,93.00625,40
"346",2020-04-10,16,11,2,"ARM",92.54,92.54,41
"347",2020-04-11,30,24,1,"ARM",91.9053333333333,91.9053333333333,42
"348",2020-04-12,46,24,0,"ARM",91.9053333333333,91.9316666666667,43
"349",2020-04-13,26,14,1,"ARM",91.9053333333333,91.9316666666667,44
"350",2020-04-14,28,54,2,"ARM",93.59,91.9316666666667,45
"351",2020-04-15,44,32,1,"ARM",93.59,91.9316666666667,46
"352",2020-04-16,48,61,1,"ARM",93.155,91.9316666666667,47
"353",2020-04-17,42,44,1,"ARM",84.92,91.9316666666667,48
"354",2020-03-13,2,0,0,"ABW",0,0,1
"355",2020-03-14,0,0,0,"ABW",0,0,2
"356",2020-03-15,0,0,0,"ABW",0,0,3
"357",2020-03-16,0,0,0,"ABW",28.57,28.57,4
"358",2020-03-17,1,0,0,"ABW",28.57,28.57,5
"359",2020-03-18,1,0,0,"ABW",42.86,42.86,6
"360",2020-03-19,0,0,0,"ABW",42.86,42.86,7
"361",2020-03-20,1,0,0,"ABW",42.86,42.86,8
"362",2020-03-21,0,0,0,"ABW",66.67,66.67,9
"363",2020-03-22,4,0,0,"ABW",66.67,66.67,10
"364",2020-03-23,0,0,0,"ABW",66.67,66.67,11
"365",2020-03-24,3,1,0,"ABW",66.67,66.67,12
"366",2020-03-25,5,0,0,"ABW",66.67,66.67,13
"367",2020-03-26,11,0,0,"ABW",66.67,66.67,14
"368",2020-03-27,5,0,0,"ABW",66.67,66.67,15
"369",2020-03-28,13,0,0,"ABW",66.67,66.67,16
"370",2020-03-29,4,0,0,"ABW",71.43,71.43,17
"371",2020-03-30,0,0,0,"ABW",71.43,71.43,18
"372",2020-03-31,5,0,0,"ABW",71.43,71.43,19
"373",2020-04-01,0,0,0,"ABW",71.43,71.43,20
"374",2020-04-02,5,0,0,"ABW",71.43,71.43,21
"375",2020-04-03,2,0,0,"ABW",71.43,71.43,22
"376",2020-04-04,2,0,0,"ABW",71.43,71.43,23
"377",2020-04-05,0,0,0,"ABW",71.43,71.43,24
"378",2020-04-06,7,1,0,"ABW",71.43,71.43,25
"379",2020-04-07,3,12,0,"ABW",82.4004347826087,82.4004347826087,26
"380",2020-04-08,3,0,0,"ABW",80.9518181818182,80.9518181818182,27
"381",2020-04-09,5,6,0,"ABW",80.0447619047619,80.0447619047619,28
"382",2020-04-10,4,7,0,"ABW",80.7135,80.7135,29
"383",2020-04-11,6,2,0,"ABW",81.428,81.428,30
"384",2020-04-12,0,3,0,"ABW",81.19,71.43,31
"385",2020-04-13,0,0,0,"ABW",80.3247368421053,71.43,32
"386",2020-04-14,0,0,0,"ABW",86.7335714285714,71.43,33
"387",2020-04-15,1,7,1,"ABW",89.523,71.43,34
"388",2020-04-16,2,0,1,"ABW",87.7542857142857,71.43,35
"389",2020-04-17,1,4,0,"ABW",85.7133333333333,71.43,36
"390",2020-01-26,4,0,0,"AUS",7.14,7.14,1
"391",2020-01-27,1,0,0,"AUS",7.14,7.14,2
"392",2020-01-28,0,0,0,"AUS",7.14,7.14,3
"393",2020-01-29,1,0,0,"AUS",7.14,7.14,4
"394",2020-01-30,3,2,0,"AUS",7.14,7.14,5
"395",2020-01-31,0,0,0,"AUS",7.14,7.14,6
"396",2020-02-01,3,0,0,"AUS",21.43,21.43,7
"397",2020-02-02,0,0,0,"AUS",21.43,21.43,8
"398",2020-02-03,0,0,0,"AUS",28.57,28.57,9
"399",2020-02-04,1,0,0,"AUS",28.57,28.57,10
"400",2020-02-05,0,0,0,"AUS",28.57,28.57,11
"401",2020-02-06,1,0,0,"AUS",28.57,28.57,12
"402",2020-02-07,1,0,0,"AUS",28.57,28.57,13
"403",2020-02-08,0,0,0,"AUS",28.57,28.57,14
"404",2020-02-09,0,0,0,"AUS",28.57,28.57,15
"405",2020-02-10,0,0,0,"AUS",28.57,28.57,16
"406",2020-02-11,0,0,0,"AUS",28.57,28.57,17
"407",2020-02-12,0,0,0,"AUS",28.57,28.57,18
"408",2020-02-13,0,6,0,"AUS",28.57,28.57,19
"409",2020-02-14,0,0,0,"AUS",28.57,28.57,20
"410",2020-02-15,0,0,0,"AUS",28.57,28.57,21
"411",2020-02-16,0,0,0,"AUS",28.57,28.57,22
"412",2020-02-17,0,2,0,"AUS",28.57,28.57,23
"413",2020-02-18,0,0,0,"AUS",28.57,28.57,24
"414",2020-02-19,0,0,0,"AUS",28.57,28.57,25
"415",2020-02-20,0,0,0,"AUS",28.57,28.57,26
"416",2020-02-21,0,1,0,"AUS",28.57,28.57,27
"417",2020-02-22,0,0,0,"AUS",28.57,28.57,28
"418",2020-02-23,0,0,0,"AUS",28.57,28.57,29
"419",2020-02-24,0,0,0,"AUS",28.57,28.57,30
"420",2020-02-25,0,0,0,"AUS",28.57,28.57,31
"421",2020-02-26,0,0,0,"AUS",28.57,28.57,32
"422",2020-02-27,0,0,0,"AUS",28.57,28.57,33
"423",2020-02-28,0,0,0,"AUS",28.57,28.57,34
"424",2020-02-29,10,0,0,"AUS",28.57,28.57,35
"425",2020-03-01,2,0,1,"AUS",28.57,28.57,36
"426",2020-03-02,3,0,0,"AUS",28.57,28.57,37
"427",2020-03-03,9,0,0,"AUS",28.57,28.57,38
"428",2020-03-04,13,0,1,"AUS",28.57,28.57,39
"429",2020-03-05,3,10,0,"AUS",28.57,28.57,40
"430",2020-03-06,5,0,0,"AUS",28.57,28.57,41
"431",2020-03-07,3,0,0,"AUS",28.57,28.57,42
