,date,country,confirmed,recovered,deaths
140,3/15/20,Albania,4.0,0.0,0.0
141,3/16/20,Albania,9.0,0.0,0.0
142,3/17/20,Albania,4.0,0.0,0.0
143,3/18/20,Albania,4.0,0.0,1.0
144,3/19/20,Albania,5.0,0.0,0.0
145,3/20/20,Albania,6.0,0.0,0.0
146,3/21/20,Albania,6.0,2.0,0.0
147,3/22/20,Albania,13.0,0.0,0.0
148,3/23/20,Albania,15.0,0.0,2.0
149,3/24/20,Albania,19.0,8.0,1.0
150,3/25/20,Albania,23.0,7.0,0.0
151,3/26/20,Albania,28.0,0.0,1.0
152,3/27/20,Albania,12.0,14.0,2.0
153,3/28/20,Albania,11.0,0.0,2.0
154,3/29/20,Albania,15.0,2.0,0.0
155,3/30/20,Albania,11.0,11.0,1.0
156,3/31/20,Albania,20.0,8.0,4.0
157,4/1/20,Albania,16.0,15.0,0.0
158,4/2/20,Albania,18.0,9.0,1.0
159,4/3/20,Albania,27.0,13.0,1.0
160,4/4/20,Albania,29.0,10.0,3.0
161,4/5/20,Albania,28.0,5.0,0.0
162,4/6/20,Albania,16.0,12.0,1.0
163,4/7/20,Albania,6.0,15.0,1.0
164,4/8/20,Albania,17.0,23.0,0.0
165,4/9/20,Albania,9.0,11.0,1.0
166,4/10/20,Albania,7.0,17.0,0.0
167,4/11/20,Albania,17.0,15.0,0.0
168,4/12/20,Albania,13.0,20.0,0.0
169,4/13/20,Albania,21.0,15.0,0.0
170,4/14/20,Albania,8.0,16.0,1.0
171,4/15/20,Albania,19.0,3.0,1.0
172,4/16/20,Albania,24.0,26.0,1.0
173,4/17/20,Albania,21.0,6.0,0.0
174,1/22/20,Algeria,0.0,0.0,0.0
175,1/23/20,Algeria,0.0,0.0,0.0
176,1/24/20,Algeria,0.0,0.0,0.0
177,1/25/20,Algeria,0.0,0.0,0.0
178,1/26/20,Algeria,0.0,0.0,0.0
179,1/27/20,Algeria,0.0,0.0,0.0
180,1/28/20,Algeria,0.0,0.0,0.0
181,1/29/20,Algeria,0.0,0.0,0.0
182,1/30/20,Algeria,0.0,0.0,0.0
183,1/31/20,Algeria,0.0,0.0,0.0
184,2/1/20,Algeria,0.0,0.0,0.0
185,2/2/20,Algeria,0.0,0.0,0.0
186,2/3/20,Algeria,0.0,0.0,0.0
187,2/4/20,Algeria,0.0,0.0,0.0
188,2/5/20,Algeria,0.0,0.0,0.0
189,2/6/20,Algeria,0.0,0.0,0.0
190,2/7/20,Algeria,0.0,0.0,0.0
191,2/8/20,Algeria,0.0,0.0,0.0
192,2/9/20,Algeria,0.0,0.0,0.0
193,2/10/20,Algeria,0.0,0.0,0.0
194,2/11/20,Algeria,0.0,0.0,0.0
195,2/12/20,Algeria,0.0,0.0,0.0
196,2/13/20,Algeria,0.0,0.0,0.0
197,2/14/20,Algeria,0.0,0.0,0.0
198,2/15/20,Algeria,0.0,0.0,0.0
199,2/16/20,Algeria,0.0,0.0,0.0
200,2/17/20,Algeria,0.0,0.0,0.0
201,2/18/20,Algeria,0.0,0.0,0.0
202,2/19/20,Algeria,0.0,0.0,0.0
203,2/20/20,Algeria,0.0,0.0,0.0
204,2/21/20,Algeria,0.0,0.0,0.0
205,2/22/20,Algeria,0.0,0.0,0.0
206,2/23/20,Algeria,0.0,0.0,0.0
207,2/24/20,Algeria,0.0,0.0,0.0
208,2/25/20,Algeria,1.0,0.0,0.0
209,2/26/20,Algeria,0.0,0.0,0.0
210,2/27/20,Algeria,0.0,0.0,0.0
211,2/28/20,Algeria,0.0,0.0,0.0
212,2/29/20,Algeria,0.0,0.0,0.0
213,3/1/20,Algeria,0.0,0.0,0.0
214,3/2/20,Algeria,2.0,0.0,0.0
215,3/3/20,Algeria,2.0,0.0,0.0
216,3/4/20,Algeria,7.0,0.0,0.0
217,3/5/20,Algeria,0.0,0.0,0.0
218,3/6/20,Algeria,5.0,0.0,0.0
219,3/7/20,Algeria,0.0,0.0,0.0
220,3/8/20,Algeria,2.0,0.0,0.0
221,3/9/20,Algeria,1.0,0.0,0.0
222,3/10/20,Algeria,0.0,0.0,0.0
223,3/11/20,Algeria,0.0,0.0,0.0
224,3/12/20,Algeria,4.0,8.0,1.0
225,3/13/20,Algeria,2.0,0.0,1.0
226,3/14/20,Algeria,11.0,4.0,1.0
227,3/15/20,Algeria,11.0,0.0,1.0
228,3/16/20,Algeria,6.0,0.0,0.0
229,3/17/20,Algeria,6.0,0.0,0.0
230,3/18/20,Algeria,14.0,0.0,3.0
231,3/19/20,Algeria,13.0,20.0,2.0
232,3/20/20,Algeria,3.0,0.0,2.0
233,3/21/20,Algeria,49.0,0.0,4.0
234,3/22/20,Algeria,62.0,33.0,2.0
235,3/23/20,Algeria,29.0,0.0,0.0
236,3/24/20,Algeria,34.0,-41.0,2.0
237,3/25/20,Algeria,38.0,41.0,2.0
238,3/26/20,Algeria,65.0,-36.0,4.0
239,3/27/20,Algeria,42.0,0.0,1.0
240,3/28/20,Algeria,45.0,2.0,3.0
241,3/29/20,Algeria,57.0,0.0,2.0
242,3/30/20,Algeria,73.0,6.0,4.0
243,3/31/20,Algeria,132.0,9.0,9.0
244,4/1/20,Algeria,131.0,15.0,14.0
245,4/2/20,Algeria,139.0,0.0,28.0
246,4/3/20,Algeria,185.0,1.0,19.0
247,4/4/20,Algeria,80.0,28.0,25.0
248,4/5/20,Algeria,69.0,0.0,22.0
249,4/6/20,Algeria,103.0,0.0,21.0
250,4/7/20,Algeria,45.0,23.0,20.0
251,4/8/20,Algeria,104.0,124.0,12.0
252,4/9/20,Algeria,94.0,110.0,30.0
253,4/10/20,Algeria,95.0,58.0,21.0
254,4/11/20,Algeria,64.0,55.0,19.0
255,4/12/20,Algeria,89.0,131.0,18.0
256,4/13/20,Algeria,69.0,10.0,20.0
257,4/14/20,Algeria,87.0,90.0,13.0
258,4/15/20,Algeria,90.0,17.0,10.0
259,4/16/20,Algeria,108.0,75.0,12.0
260,4/17/20,Algeria,150.0,63.0,16.0
261,1/22/20,Andorra,0.0,0.0,0.0
262,1/23/20,Andorra,0.0,0.0,0.0
263,1/24/20,Andorra,0.0,0.0,0.0
264,1/25/20,Andorra,0.0,0.0,0.0
265,1/26/20,Andorra,0.0,0.0,0.0
266,1/27/20,Andorra,0.0,0.0,0.0
267,1/28/20,Andorra,0.0,0.0,0.0
268,1/29/20,Andorra,0.0,0.0,0.0
269,1/30/20,Andorra,0.0,0.0,0.0
270,1/31/20,Andorra,0.0,0.0,0.0
271,2/1/20,Andorra,0.0,0.0,0.0
272,2/2/20,Andorra,0.0,0.0,0.0
273,2/3/20,Andorra,0.0,0.0,0.0
274,2/4/20,Andorra,0.0,0.0,0.0
275,2/5/20,Andorra,0.0,0.0,0.0
276,2/6/20,Andorra,0.0,0.0,0.0
277,2/7/20,Andorra,0.0,0.0,0.0
278,2/8/20,Andorra,0.0,0.0,0.0
279,2/9/20,Andorra,0.0,0.0,0.0
280,2/10/20,Andorra,0.0,0.0,0.0
281,2/11/20,Andorra,0.0,0.0,0.0
282,2/12/20,Andorra,0.0,0.0,0.0
283,2/13/20,Andorra,0.0,0.0,0.0
284,2/14/20,Andorra,0.0,0.0,0.0
285,2/15/20,Andorra,0.0,0.0,0.0
286,2/16/20,Andorra,0.0,0.0,0.0
287,2/17/20,Andorra,0.0,0.0,0.0
288,2/18/20,Andorra,0.0,0.0,0.0
289,2/19/20,Andorra,0.0,0.0,0.0
290,2/20/20,Andorra,0.0,0.0,0.0
291,2/21/20,Andorra,0.0,0.0,0.0
292,2/22/20,Andorra,0.0,0.0,0.0
293,2/23/20,Andorra,0.0,0.0,0.0
294,2/24/20,Andorra,0.0,0.0,0.0
295,2/25/20,Andorra,0.0,0.0,0.0
296,2/26/20,Andorra,0.0,0.0,0.0
297,2/27/20,Andorra,0.0,0.0,0.0
298,2/28/20,Andorra,0.0,0.0,0.0
299,2/29/20,Andorra,0.0,0.0,0.0
300,3/1/20,Andorra,0.0,0.0,0.0
301,3/2/20,Andorra,1.0,0.0,0.0
302,3/3/20,Andorra,0.0,0.0,0.0
303,3/4/20,Andorra,0.0,0.0,0.0
304,3/5/20,Andorra,0.0,0.0,0.0
305,3/6/20,Andorra,0.0,0.0,0.0
306,3/7/20,Andorra,0.0,0.0,0.0
307,3/8/20,Andorra,0.0,0.0,0.0
308,3/9/20,Andorra,0.0,0.0,0.0
309,3/10/20,Andorra,0.0,0.0,0.0
310,3/11/20,Andorra,0.0,0.0,0.0
311,3/12/20,Andorra,0.0,1.0,0.0
312,3/13/20,Andorra,0.0,-1.0,0.0
313,3/14/20,Andorra,0.0,1.0,0.0
314,3/15/20,Andorra,0.0,0.0,0.0
315,3/16/20,Andorra,1.0,0.0,0.0
316,3/17/20,Andorra,37.0,0.0,0.0
317,3/18/20,Andorra,0.0,0.0,0.0
318,3/19/20,Andorra,14.0,0.0,0.0
319,3/20/20,Andorra,22.0,0.0,0.0
320,3/21/20,Andorra,13.0,0.0,0.0
321,3/22/20,Andorra,25.0,0.0,1.0
322,3/23/20,Andorra,20.0,0.0,0.0
323,3/24/20,Andorra,31.0,0.0,0.0
324,3/25/20,Andorra,24.0,0.0,0.0
325,3/26/20,Andorra,36.0,0.0,2.0
326,3/27/20,Andorra,43.0,0.0,0.0
327,3/28/20,Andorra,41.0,0.0,0.0
328,3/29/20,Andorra,26.0,0.0,3.0
329,3/30/20,Andorra,36.0,9.0,2.0
330,3/31/20,Andorra,6.0,0.0,4.0
331,4/1/20,Andorra,14.0,0.0,2.0
332,4/2/20,Andorra,38.0,0.0,1.0
333,4/3/20,Andorra,11.0,6.0,1.0
334,4/4/20,Andorra,27.0,5.0,1.0
335,4/5/20,Andorra,35.0,5.0,1.0
336,4/6/20,Andorra,24.0,5.0,3.0
337,4/7/20,Andorra,20.0,8.0,1.0
338,4/8/20,Andorra,19.0,13.0,1.0
339,4/9/20,Andorra,19.0,6.0,2.0
340,4/10/20,Andorra,18.0,13.0,1.0
341,4/11/20,Andorra,0.0,0.0,0.0
342,4/12/20,Andorra,37.0,57.0,3.0
343,4/13/20,Andorra,8.0,0.0,0.0
344,4/14/20,Andorra,13.0,0.0,2.0
345,4/15/20,Andorra,14.0,41.0,2.0
346,4/16/20,Andorra,0.0,0.0,0.0
347,4/17/20,Andorra,23.0,22.0,2.0
348,1/22/20,Angola,0.0,0.0,0.0
349,1/23/20,Angola,0.0,0.0,0.0
350,1/24/20,Angola,0.0,0.0,0.0
351,1/25/20,Angola,0.0,0.0,0.0
352,1/26/20,Angola,0.0,0.0,0.0
353,1/27/20,Angola,0.0,0.0,0.0
354,1/28/20,Angola,0.0,0.0,0.0
355,1/29/20,Angola,0.0,0.0,0.0
356,1/30/20,Angola,0.0,0.0,0.0
357,1/31/20,Angola,0.0,0.0,0.0
358,2/1/20,Angola,0.0,0.0,0.0
359,2/2/20,Angola,0.0,0.0,0.0
360,2/3/20,Angola,0.0,0.0,0.0
361,2/4/20,Angola,0.0,0.0,0.0
362,2/5/20,Angola,0.0,0.0,0.0
363,2/6/20,Angola,0.0,0.0,0.0
364,2/7/20,Angola,0.0,0.0,0.0
365,2/8/20,Angola,0.0,0.0,0.0
366,2/9/20,Angola,0.0,0.0,0.0
367,2/10/20,Angola,0.0,0.0,0.0
368,2/11/20,Angola,0.0,0.0,0.0
369,2/12/20,Angola,0.0,0.0,0.0
370,2/13/20,Angola,0.0,0.0,0.0
371,2/14/20,Angola,0.0,0.0,0.0
372,2/15/20,Angola,0.0,0.0,0.0
373,2/16/20,Angola,0.0,0.0,0.0
374,2/17/20,Angola,0.0,0.0,0.0
375,2/18/20,Angola,0.0,0.0,0.0
376,2/19/20,Angola,0.0,0.0,0.0
377,2/20/20,Angola,0.0,0.0,0.0
378,2/21/20,Angola,0.0,0.0,0.0
379,2/22/20,Angola,0.0,0.0,0.0
380,2/23/20,Angola,0.0,0.0,0.0
381,2/24/20,Angola,0.0,0.0,0.0
382,2/25/20,Angola,0.0,0.0,0.0
383,2/26/20,Angola,0.0,0.0,0.0
384,2/27/20,Angola,0.0,0.0,0.0
385,2/28/20,Angola,0.0,0.0,0.0
386,2/29/20,Angola,0.0,0.0,0.0
387,3/1/20,Angola,0.0,0.0,0.0
388,3/2/20,Angola,0.0,0.0,0.0
389,3/3/20,Angola,0.0,0.0,0.0
390,3/4/20,Angola,0.0,0.0,0.0
391,3/5/20,Angola,0.0,0.0,0.0
392,3/6/20,Angola,0.0,0.0,0.0
393,3/7/20,Angola,0.0,0.0,0.0
394,3/8/20,Angola,0.0,0.0,0.0
395,3/9/20,Angola,0.0,0.0,0.0
396,3/10/20,Angola,0.0,0.0,0.0
397,3/11/20,Angola,0.0,0.0,0.0
398,3/12/20,Angola,0.0,0.0,0.0
399,3/13/20,Angola,0.0,0.0,0.0
400,3/14/20,Angola,0.0,0.0,0.0
401,3/15/20,Angola,0.0,0.0,0.0
402,3/16/20,Angola,0.0,0.0,0.0
403,3/17/20,Angola,0.0,0.0,0.0
404,3/18/20,Angola,0.0,0.0,0.0
405,3/19/20,Angola,0.0,0.0,0.0
406,3/20/20,Angola,1.0,0.0,0.0
407,3/21/20,Angola,1.0,0.0,0.0
408,3/22/20,Angola,0.0,0.0,0.0
409,3/23/20,Angola,1.0,0.0,0.0
410,3/24/20,Angola,0.0,0.0,0.0
411,3/25/20,Angola,0.0,0.0,0.0
412,3/26/20,Angola,1.0,0.0,0.0
413,3/27/20,Angola,0.0,0.0,0.0
414,3/28/20,Angola,1.0,0.0,0.0
415,3/29/20,Angola,2.0,0.0,2.0
416,3/30/20,Angola,0.0,0.0,0.0
417,3/31/20,Angola,0.0,1.0,0.0
418,4/1/20,Angola,1.0,0.0,0.0
419,4/2/20,Angola,0.0,0.0,0.0
420,4/3/20,Angola,0.0,0.0,0.0
421,4/4/20,Angola,2.0,1.0,0.0
422,4/5/20,Angola,4.0,0.0,0.0
423,4/6/20,Angola,2.0,0.0,0.0
424,4/7/20,Angola,1.0,0.0,0.0
425,4/8/20,Angola,2.0,0.0,0.0
426,4/9/20,Angola,0.0,0.0,0.0
427,4/10/20,Angola,0.0,0.0,0.0
428,4/11/20,Angola,0.0,2.0,0.0
429,4/12/20,Angola,0.0,0.0,0.0
430,4/13/20,Angola,0.0,0.0,0.0
431,4/14/20,Angola,0.0,1.0,0.0
432,4/15/20,Angola,0.0,0.0,0.0
433,4/16/20,Angola,0.0,0.0,0.0
434,4/17/20,Angola,0.0,0.0,0.0
435,1/22/20,Antigua and Barbuda,0.0,0.0,0.0
436,1/23/20,Antigua and Barbuda,0.0,0.0,0.0
437,1/24/20,Antigua and Barbuda,0.0,0.0,0.0
438,1/25/20,Antigua and Barbuda,0.0,0.0,0.0
439,1/26/20,Antigua and Barbuda,0.0,0.0,0.0
440,1/27/20,Antigua and Barbuda,0.0,0.0,0.0
441,1/28/20,Antigua and Barbuda,0.0,0.0,0.0
442,1/29/20,Antigua and Barbuda,0.0,0.0,0.0
443,1/30/20,Antigua and Barbuda,0.0,0.0,0.0
444,1/31/20,Antigua and Barbuda,0.0,0.0,0.0
445,2/1/20,Antigua and Barbuda,0.0,0.0,0.0
446,2/2/20,Antigua and Barbuda,0.0,0.0,0.0
447,2/3/20,Antigua and Barbuda,0.0,0.0,0.0
448,2/4/20,Antigua and Barbuda,0.0,0.0,0.0
449,2/5/20,Antigua and Barbuda,0.0,0.0,0.0
450,2/6/20,Antigua and Barbuda,0.0,0.0,0.0
451,2/7/20,Antigua and Barbuda,0.0,0.0,0.0
452,2/8/20,Antigua and Barbuda,0.0,0.0,0.0
453,2/9/20,Antigua and Barbuda,0.0,0.0,0.0
454,2/10/20,Antigua and Barbuda,0.0,0.0,0.0
455,2/11/20,Antigua and Barbuda,0.0,0.0,0.0
456,2/12/20,Antigua and Barbuda,0.0,0.0,0.0
457,2/13/20,Antigua and Barbuda,0.0,0.0,0.0
458,2/14/20,Antigua and Barbuda,0.0,0.0,0.0
459,2/15/20,Antigua and Barbuda,0.0,0.0,0.0
460,2/16/20,Antigua and Barbuda,0.0,0.0,0.0
461,2/17/20,Antigua and Barbuda,0.0,0.0,0.0
462,2/18/20,Antigua and Barbuda,0.0,0.0,0.0
463,2/19/20,Antigua and Barbuda,0.0,0.0,0.0
464,2/20/20,Antigua and Barbuda,0.0,0.0,0.0
465,2/21/20,Antigua and Barbuda,0.0,0.0,0.0
466,2/22/20,Antigua and Barbuda,0.0,0.0,0.0
467,2/23/20,Antigua and Barbuda,0.0,0.0,0.0
468,2/24/20,Antigua and Barbuda,0.0,0.0,0.0
469,2/25/20,Antigua and Barbuda,0.0,0.0,0.0
470,2/26/20,Antigua and Barbuda,0.0,0.0,0.0
471,2/27/20,Antigua and Barbuda,0.0,0.0,0.0
472,2/28/20,Antigua and Barbuda,0.0,0.0,0.0
473,2/29/20,Antigua and Barbuda,0.0,0.0,0.0
474,3/1/20,Antigua and Barbuda,0.0,0.0,0.0
475,3/2/20,Antigua and Barbuda,0.0,0.0,0.0
476,3/3/20,Antigua and Barbuda,0.0,0.0,0.0
477,3/4/20,Antigua and Barbuda,0.0,0.0,0.0
478,3/5/20,Antigua and Barbuda,0.0,0.0,0.0
479,3/6/20,Antigua and Barbuda,0.0,0.0,0.0
480,3/7/20,Antigua and Barbuda,0.0,0.0,0.0
481,3/8/20,Antigua and Barbuda,0.0,0.0,0.0
482,3/9/20,Antigua and Barbuda,0.0,0.0,0.0
483,3/10/20,Antigua and Barbuda,0.0,0.0,0.0
484,3/11/20,Antigua and Barbuda,0.0,0.0,0.0
485,3/12/20,Antigua and Barbuda,0.0,0.0,0.0
486,3/13/20,Antigua and Barbuda,1.0,0.0,0.0
487,3/14/20,Antigua and Barbuda,0.0,0.0,0.0
488,3/15/20,Antigua and Barbuda,0.0,0.0,0.0
489,3/16/20,Antigua and Barbuda,0.0,0.0,0.0
490,3/17/20,Antigua and Barbuda,0.0,0.0,0.0
491,3/18/20,Antigua and Barbuda,0.0,0.0,0.0
492,3/19/20,Antigua and Barbuda,0.0,0.0,0.0
493,3/20/20,Antigua and Barbuda,0.0,0.0,0.0
494,3/21/20,Antigua and Barbuda,0.0,0.0,0.0
495,3/22/20,Antigua and Barbuda,0.0,0.0,0.0
496,3/23/20,Antigua and Barbuda,2.0,0.0,0.0
497,3/24/20,Antigua and Barbuda,0.0,0.0,0.0
498,3/25/20,Antigua and Barbuda,0.0,0.0,0.0
499,3/26/20,Antigua and Barbuda,4.0,0.0,0.0
500,3/27/20,Antigua and Barbuda,0.0,0.0,0.0
501,3/28/20,Antigua and Barbuda,0.0,0.0,0.0
502,3/29/20,Antigua and Barbuda,0.0,0.0,0.0
503,3/30/20,Antigua and Barbuda,0.0,0.0,0.0
504,3/31/20,Antigua and Barbuda,0.0,0.0,0.0
505,4/1/20,Antigua and Barbuda,0.0,0.0,0.0
506,4/2/20,Antigua and Barbuda,2.0,0.0,0.0
507,4/3/20,Antigua and Barbuda,6.0,0.0,0.0
508,4/4/20,Antigua and Barbuda,0.0,0.0,0.0
509,4/5/20,Antigua and Barbuda,0.0,0.0,0.0
510,4/6/20,Antigua and Barbuda,0.0,0.0,0.0
511,4/7/20,Antigua and Barbuda,4.0,0.0,1.0
512,4/8/20,Antigua and Barbuda,0.0,0.0,1.0
513,4/9/20,Antigua and Barbuda,0.0,0.0,0.0
514,4/10/20,Antigua and Barbuda,0.0,0.0,0.0
515,4/11/20,Antigua and Barbuda,2.0,0.0,0.0
516,4/12/20,Antigua and Barbuda,0.0,0.0,0.0
517,4/13/20,Antigua and Barbuda,2.0,0.0,0.0
518,4/14/20,Antigua and Barbuda,0.0,3.0,0.0
519,4/15/20,Antigua and Barbuda,0.0,0.0,0.0
520,4/16/20,Antigua and Barbuda,0.0,0.0,1.0
521,4/17/20,Antigua and Barbuda,0.0,0.0,0.0
522,1/22/20,Argentina,0.0,0.0,0.0
523,1/23/20,Argentina,0.0,0.0,0.0
524,1/24/20,Argentina,0.0,0.0,0.0
525,1/25/20,Argentina,0.0,0.0,0.0
526,1/26/20,Argentina,0.0,0.0,0.0
527,1/27/20,Argentina,0.0,0.0,0.0
528,1/28/20,Argentina,0.0,0.0,0.0
529,1/29/20,Argentina,0.0,0.0,0.0
530,1/30/20,Argentina,0.0,0.0,0.0
531,1/31/20,Argentina,0.0,0.0,0.0
532,2/1/20,Argentina,0.0,0.0,0.0
533,2/2/20,Argentina,0.0,0.0,0.0
534,2/3/20,Argentina,0.0,0.0,0.0
535,2/4/20,Argentina,0.0,0.0,0.0
536,2/5/20,Argentina,0.0,0.0,0.0
