"date","confirmed","recovered","deaths","country_code","StringencyIndex","StringencyIndexForDisplay","cum_cases","cum_recovered","cum_deaths","since_first"
2020-02-24,1,0,0,"AFG",0,0,1,0,0,0
2020-02-25,0,0,0,"AFG",0,0,1,0,0,1
2020-02-26,0,0,0,"AFG",0,0,1,0,0,2
2020-02-27,0,0,0,"AFG",0,0,1,0,0,3
2020-02-28,0,0,0,"AFG",0,0,1,0,0,4
2020-02-29,0,0,0,"AFG",0,0,1,0,0,5
2020-03-01,0,0,0,"AFG",23.81,23.81,1,0,0,6
2020-03-02,0,0,0,"AFG",28.57,28.57,1,0,0,7
2020-03-03,0,0,0,"AFG",28.57,28.57,1,0,0,8
2020-03-04,0,0,0,"AFG",28.57,28.57,1,0,0,9
2020-03-05,0,0,0,"AFG",28.57,28.57,1,0,0,10
2020-03-06,0,0,0,"AFG",28.57,28.57,1,0,0,11
2020-03-07,0,0,0,"AFG",28.57,28.57,1,0,0,12
2020-03-08,3,0,0,"AFG",28.57,28.57,4,0,0,13
2020-03-09,0,0,0,"AFG",28.57,28.57,4,0,0,14
2020-03-10,1,0,0,"AFG",28.57,28.57,5,0,0,15
2020-03-11,2,0,0,"AFG",28.57,28.57,7,0,0,16
2020-03-12,0,0,0,"AFG",28.57,28.57,7,0,0,17
2020-03-13,0,0,0,"AFG",28.57,28.57,7,0,0,18
2020-03-14,4,0,0,"AFG",42.86,42.86,11,0,0,19
2020-03-15,5,0,0,"AFG",42.86,42.86,16,0,0,20
2020-03-16,5,1,0,"AFG",42.86,42.86,21,1,0,21
2020-03-17,1,0,0,"AFG",42.86,42.86,22,1,0,22
2020-03-18,0,0,0,"AFG",42.86,42.86,22,1,0,23
2020-03-19,0,0,0,"AFG",42.86,42.86,22,1,0,24
2020-03-20,2,0,0,"AFG",42.86,42.86,24,1,0,25
2020-03-21,0,0,0,"AFG",42.86,42.86,24,1,0,26
2020-03-22,16,0,1,"AFG",42.86,42.86,40,1,1,27
2020-03-23,0,0,0,"AFG",42.86,42.86,40,1,1,28
2020-03-24,34,0,0,"AFG",52.38,52.38,74,1,1,29
2020-03-25,10,1,1,"AFG",52.38,52.38,84,2,2,30
2020-03-26,10,0,2,"AFG",61.9,61.9,94,2,4,31
2020-03-27,16,0,0,"AFG",71.43,71.43,110,2,4,32
2020-03-28,0,0,0,"AFG",71.43,71.43,110,2,4,33
2020-03-29,10,0,0,"AFG",71.43,71.43,120,2,4,34
2020-03-30,50,0,0,"AFG",71.43,71.43,170,2,4,35
2020-03-31,4,3,0,"AFG",71.43,71.43,174,5,4,36
2020-04-01,63,0,0,"AFG",71.43,71.43,237,5,4,37
2020-04-02,36,5,2,"AFG",71.43,71.43,273,10,6,38
2020-04-03,8,0,0,"AFG",71.43,71.43,281,10,6,39
2020-04-04,18,0,1,"AFG",71.43,71.43,299,10,7,40
2020-04-05,50,5,0,"AFG",71.43,71.43,349,15,7,41
2020-04-06,18,3,4,"AFG",71.43,71.43,367,18,11,42
2020-04-07,56,0,3,"AFG",71.43,71.43,423,18,14,43
2020-04-08,21,11,0,"AFG",71.43,71.43,444,29,14,44
2020-04-09,40,3,1,"AFG",71.43,71.43,484,32,15,45
2020-04-10,37,0,0,"AFG",71.43,71.43,521,32,15,46
2020-04-11,34,0,3,"AFG",71.43,71.43,555,32,18,47
2020-04-12,52,0,0,"AFG",71.43,71.43,607,32,18,48
2020-04-13,58,0,3,"AFG",71.43,71.43,665,32,21,49
2020-04-14,49,8,2,"AFG",71.43,71.43,714,40,23,50
2020-04-15,70,3,2,"AFG",71.43,71.43,784,43,25,51
2020-04-16,56,11,5,"AFG",71.43,71.43,840,54,30,52
2020-04-17,66,45,0,"AFG",71.43,71.43,906,99,30,53
2020-03-09,2,0,0,"ALB",25.5114285714286,25.5114285714286,2,0,0,0
2020-03-10,8,0,0,"ALB",29.5922857142857,29.5922857142857,10,0,0,1
2020-03-11,2,0,1,"ALB",34.7628571428571,34.7628571428571,12,0,1,2
2020-03-12,11,0,0,"ALB",44.5582857142857,44.5582857142857,23,0,1,3
2020-03-13,10,0,0,"ALB",50.5448571428571,50.5448571428571,33,0,1,4
2020-03-14,5,0,0,"ALB",52.5854285714286,52.5854285714286,38,0,1,5
2020-03-15,4,0,0,"ALB",54.7625714285714,54.7625714285714,42,0,1,6
2020-03-16,9,0,0,"ALB",62.8966666666667,62.8966666666667,51,0,1,7
2020-03-17,4,0,0,"ALB",66.8652777777778,66.8652777777778,55,0,1,8
2020-03-18,4,0,1,"ALB",70.1713888888889,70.1713888888889,59,0,2,9
2020-03-19,5,0,0,"ALB",72.1558333333333,72.1558333333333,64,0,2,10
2020-03-20,6,0,0,"ALB",73.3463888888889,73.3463888888889,70,0,2,11
2020-03-21,6,2,0,"ALB",75.3308333333333,75.3308333333333,76,2,2,12
2020-03-22,13,0,0,"ALB",76.1244444444444,76.1244444444444,89,2,2,13
2020-03-23,15,0,2,"ALB",78.2408333333333,78.2408333333333,104,2,4,14
2020-03-24,19,8,1,"ALB",79.8938888888889,79.8938888888889,123,10,5,15
2020-03-25,23,7,0,"ALB",81.0841666666667,81.0841666666667,146,17,5,16
2020-03-26,28,0,1,"ALB",81.0841666666667,81.0841666666667,174,17,6,17
2020-03-27,12,14,2,"ALB",81.7455555555556,81.7455555555556,186,31,8,18
2020-03-28,11,0,2,"ALB",81.8780555555556,81.8780555555556,197,31,10,19
2020-03-29,15,2,0,"ALB",82.0763888888889,82.0763888888889,212,33,10,20
2020-03-30,11,11,1,"ALB",82.4730555555556,82.4730555555556,223,44,11,21
2020-03-31,20,8,4,"ALB",83.2666666666667,83.2666666666667,243,52,15,22
2020-04-01,16,15,0,"ALB",83.2663888888889,83.2663888888889,259,67,15,23
2020-04-02,18,9,1,"ALB",84.0128571428571,84.0128571428571,277,76,16,24
2020-04-03,27,13,1,"ALB",83.7405714285714,83.7405714285714,304,89,17,25
2020-04-04,29,10,3,"ALB",84.1485714285714,84.1485714285714,333,99,20,26
2020-04-05,28,5,0,"ALB",84.1485714285714,84.1485714285714,361,104,20,27
2020-04-06,16,12,1,"ALB",84.1485714285714,84.1485714285714,377,116,21,28
2020-04-07,6,15,1,"ALB",84.1485714285714,84.1485714285714,383,131,22,29
2020-04-08,17,23,0,"ALB",83.8765714285714,83.8765714285714,400,154,22,30
2020-04-09,9,11,1,"ALB",83.704375,83.704375,409,165,23,31
2020-04-10,7,17,0,"ALB",84.6462068965517,84.6462068965517,416,182,23,32
2020-04-11,17,15,0,"ALB",84.6462068965517,84.6462068965517,433,197,23,33
2020-04-12,13,20,0,"ALB",84.7782142857143,84.8538888888889,446,217,23,34
2020-04-13,21,15,0,"ALB",85.89,85.0522222222222,467,232,23,35
2020-04-14,8,16,1,"ALB",87.2178947368421,85.0522222222222,475,248,24,36
2020-04-15,19,3,1,"ALB",86.9673684210526,84.92,494,251,25,37
2020-04-16,24,26,1,"ALB",86.395,84.92,518,277,26,38
2020-04-17,21,6,0,"ALB",92.86,84.92,539,283,26,39
2020-02-25,1,0,0,"DZA",0,0,1,0,0,0
2020-02-26,0,0,0,"DZA",0,0,1,0,0,1
2020-02-27,0,0,0,"DZA",0,0,1,0,0,2
2020-02-28,0,0,0,"DZA",0,0,1,0,0,3
2020-02-29,0,0,0,"DZA",0,0,1,0,0,4
2020-03-01,0,0,0,"DZA",0,0,1,0,0,5
2020-03-02,2,0,0,"DZA",0,0,3,0,0,6
2020-03-03,2,0,0,"DZA",0,0,5,0,0,7
2020-03-04,7,0,0,"DZA",0,0,12,0,0,8
2020-03-05,0,0,0,"DZA",14.29,14.29,12,0,0,9
2020-03-06,5,0,0,"DZA",14.29,14.29,17,0,0,10
2020-03-07,0,0,0,"DZA",14.29,14.29,17,0,0,11
2020-03-08,2,0,0,"DZA",14.29,14.29,19,0,0,12
2020-03-09,1,0,0,"DZA",14.29,14.29,20,0,0,13
2020-03-10,0,0,0,"DZA",14.29,14.29,20,0,0,14
2020-03-11,0,0,0,"DZA",14.29,14.29,20,0,0,15
2020-03-12,4,8,1,"DZA",33.33,33.33,24,8,1,16
2020-03-13,2,0,1,"DZA",33.33,33.33,26,8,2,17
2020-03-14,11,4,1,"DZA",33.33,33.33,37,12,3,18
2020-03-15,11,0,1,"DZA",33.33,33.33,48,12,4,19
2020-03-16,6,0,0,"DZA",33.33,33.33,54,12,4,20
2020-03-17,6,0,0,"DZA",33.33,33.33,60,12,4,21
2020-03-18,14,0,3,"DZA",47.62,47.62,74,12,7,22
2020-03-19,13,20,2,"DZA",47.62,47.62,87,32,9,23
2020-03-20,3,0,2,"DZA",57.14,57.14,90,32,11,24
2020-03-21,49,0,4,"DZA",57.14,57.14,139,32,15,25
2020-03-22,62,33,2,"DZA",76.19,76.19,201,65,17,26
2020-03-23,29,0,0,"DZA",85.71,85.71,230,65,17,27
2020-03-24,34,-41,2,"DZA",85.71,85.71,264,24,19,28
2020-03-25,38,41,2,"DZA",85.71,85.71,302,65,21,29
2020-03-26,65,-36,4,"DZA",85.71,85.71,367,29,25,30
2020-03-27,42,0,1,"DZA",85.71,85.71,409,29,26,31
2020-03-28,45,2,3,"DZA",85.71,85.71,454,31,29,32
2020-03-29,57,0,2,"DZA",85.71,85.71,511,31,31,33
2020-03-30,73,6,4,"DZA",85.71,85.71,584,37,35,34
2020-03-31,132,9,9,"DZA",85.71,85.71,716,46,44,35
2020-04-01,131,15,14,"DZA",90.48,90.48,847,61,58,36
2020-04-02,139,0,28,"DZA",90.48,90.48,986,61,86,37
2020-04-03,185,1,19,"DZA",90.48,90.48,1171,62,105,38
2020-04-04,80,28,25,"DZA",90.48,90.48,1251,90,130,39
2020-04-05,69,0,22,"DZA",95.24,95.24,1320,90,152,40
2020-04-06,103,0,21,"DZA",95.24,95.24,1423,90,173,41
2020-04-07,45,23,20,"DZA",95.24,95.24,1468,113,193,42
2020-04-08,104,124,12,"DZA",95.24,95.24,1572,237,205,43
2020-04-09,94,110,30,"DZA",95.24,95.24,1666,347,235,44
2020-04-10,95,58,21,"DZA",95.24,95.24,1761,405,256,45
2020-04-11,64,55,19,"DZA",95.24,95.24,1825,460,275,46
2020-04-12,89,131,18,"DZA",95.24,95.24,1914,591,293,47
2020-04-13,69,10,20,"DZA",95.24,95.24,1983,601,313,48
2020-04-14,87,90,13,"DZA",93.59,95.24,2070,691,326,49
2020-04-15,90,17,10,"DZA",93.59,95.24,2160,708,336,50
2020-04-16,108,75,12,"DZA",93.155,95.24,2268,783,348,51
2020-04-17,150,63,16,"DZA",84.92,95.24,2418,846,364,52
2020-03-02,1,0,0,"AND",0,0,1,0,0,0
2020-03-03,0,0,0,"AND",0,0,1,0,0,1
2020-03-04,0,0,0,"AND",0,0,1,0,0,2
2020-03-05,0,0,0,"AND",0,0,1,0,0,3
2020-03-06,0,0,0,"AND",0,0,1,0,0,4
2020-03-07,0,0,0,"AND",0,0,1,0,0,5
2020-03-08,0,0,0,"AND",0,0,1,0,0,6
2020-03-09,0,0,0,"AND",0,0,1,0,0,7
2020-03-10,0,0,0,"AND",0,0,1,0,0,8
2020-03-11,0,0,0,"AND",0,0,1,0,0,9
2020-03-12,0,1,0,"AND",0,0,1,1,0,10
2020-03-13,0,-1,0,"AND",0,0,1,0,0,11
2020-03-14,0,1,0,"AND",0,0,1,1,0,12
2020-03-15,0,0,0,"AND",0,0,1,1,0,13
2020-03-16,1,0,0,"AND",14.29,14.29,2,1,0,14
2020-03-17,37,0,0,"AND",14.29,14.29,39,1,0,15
2020-03-18,0,0,0,"AND",14.29,14.29,39,1,0,16
2020-03-19,14,0,0,"AND",14.29,14.29,53,1,0,17
2020-03-20,22,0,0,"AND",14.29,14.29,75,1,0,18
2020-03-21,13,0,0,"AND",14.29,14.29,88,1,0,19
2020-03-22,25,0,1,"AND",14.29,14.29,113,1,1,20
2020-03-23,20,0,0,"AND",14.29,14.29,133,1,1,21
2020-03-24,31,0,0,"AND",14.29,14.29,164,1,1,22
2020-03-25,24,0,0,"AND",57.14,57.14,188,1,1,23
2020-03-26,36,0,2,"AND",57.14,57.14,224,1,3,24
2020-03-27,43,0,0,"AND",57.14,57.14,267,1,3,25
2020-03-28,41,0,0,"AND",57.14,57.14,308,1,3,26
2020-03-29,26,0,3,"AND",57.14,57.14,334,1,6,27
2020-03-30,36,9,2,"AND",57.14,57.14,370,10,8,28
2020-03-31,6,0,4,"AND",57.14,57.14,376,10,12,29
2020-04-01,14,0,2,"AND",57.14,57.14,390,10,14,30
2020-04-02,38,0,1,"AND",57.14,57.14,428,10,15,31
2020-04-03,11,6,1,"AND",57.14,57.14,439,16,16,32
2020-04-04,27,5,1,"AND",57.14,57.14,466,21,17,33
2020-04-05,35,5,1,"AND",57.14,57.14,501,26,18,34
2020-04-06,24,5,3,"AND",57.14,57.14,525,31,21,35
2020-04-07,20,8,1,"AND",57.14,57.14,545,39,22,36
2020-04-08,19,13,1,"AND",57.14,57.14,564,52,23,37
2020-04-09,19,6,2,"AND",57.14,57.14,583,58,25,38
2020-04-10,18,13,1,"AND",57.14,57.14,601,71,26,39
2020-04-11,0,0,0,"AND",57.14,57.14,601,71,26,40
2020-04-12,37,57,3,"AND",57.14,57.14,638,128,29,41
2020-04-13,8,0,0,"AND",57.14,57.14,646,128,29,42
2020-04-14,13,0,2,"AND",87.2178947368421,57.14,659,128,31,43
2020-04-15,14,41,2,"AND",86.9673684210526,57.14,673,169,33,44
2020-04-16,0,0,0,"AND",86.395,57.14,673,169,33,45
2020-04-17,23,22,2,"AND",92.86,57.14,696,191,35,46
2020-03-20,1,0,0,"AGO",14.29,14.29,1,0,0,0
2020-03-21,1,0,0,"AGO",14.29,14.29,2,0,0,1
2020-03-22,0,0,0,"AGO",14.29,14.29,2,0,0,2
2020-03-23,1,0,0,"AGO",14.29,14.29,3,0,0,3
2020-03-24,0,0,0,"AGO",47.62,47.62,3,0,0,4
2020-03-25,0,0,0,"AGO",52.38,52.38,3,0,0,5
2020-03-26,1,0,0,"AGO",52.38,52.38,4,0,0,6
2020-03-27,0,0,0,"AGO",71.43,71.43,4,0,0,7
2020-03-28,1,0,0,"AGO",71.43,71.43,5,0,0,8
2020-03-29,2,0,2,"AGO",71.43,71.43,7,0,2,9
2020-03-30,0,0,0,"AGO",71.43,71.43,7,0,2,10
2020-03-31,0,1,0,"AGO",71.43,71.43,7,1,2,11
2020-04-01,1,0,0,"AGO",71.43,71.43,8,1,2,12
2020-04-02,0,0,0,"AGO",71.43,71.43,8,1,2,13
2020-04-03,0,0,0,"AGO",71.43,71.43,8,1,2,14
2020-04-04,2,1,0,"AGO",71.43,71.43,10,2,2,15
2020-04-05,4,0,0,"AGO",71.43,71.43,14,2,2,16
2020-04-06,2,0,0,"AGO",71.43,71.43,16,2,2,17
2020-04-07,1,0,0,"AGO",71.43,71.43,17,2,2,18
2020-04-08,2,0,0,"AGO",71.43,71.43,19,2,2,19
2020-04-09,0,0,0,"AGO",71.43,71.43,19,2,2,20
2020-04-10,0,0,0,"AGO",71.43,71.43,19,2,2,21
2020-04-11,0,2,0,"AGO",71.43,71.43,19,4,2,22
2020-04-12,0,0,0,"AGO",71.43,71.43,19,4,2,23
2020-04-13,0,0,0,"AGO",71.43,71.43,19,4,2,24
2020-04-14,0,1,0,"AGO",71.43,71.43,19,5,2,25
2020-04-15,0,0,0,"AGO",71.43,71.43,19,5,2,26
2020-04-16,0,0,0,"AGO",71.43,71.43,19,5,2,27
2020-04-17,0,0,0,"AGO",76.9833333333333,71.43,19,5,2,28
2020-03-13,1,0,0,"ATG",36.9752941176471,36.9752941176471,1,0,0,0
2020-03-14,0,0,0,"ATG",37.7561904761905,37.7561904761905,1,0,0,1
2020-03-15,0,0,0,"ATG",42.2904761904762,42.2904761904762,1,0,0,2
2020-03-16,0,0,0,"ATG",54.5352380952381,54.5352380952381,1,0,0,3
2020-03-17,0,0,0,"ATG",59.4154545454545,59.4154545454545,1,0,0,4
2020-03-18,0,0,0,"ATG",63.3109090909091,63.3109090909091,1,0,0,5
2020-03-19,0,0,0,"ATG",62.4995833333333,62.4995833333333,1,0,0,6
2020-03-20,0,0,0,"ATG",66.865,66.865,1,0,0,7
2020-03-21,0,0,0,"ATG",69.2458333333333,69.2458333333333,1,0,0,8
2020-03-22,0,0,0,"ATG",69.6429166666667,69.6429166666667,1,0,0,9
2020-03-23,2,0,0,"ATG",71.238,71.238,3,0,0,10
2020-03-24,0,0,0,"ATG",73.714,73.714,3,0,0,11
2020-03-25,0,0,0,"ATG",75.9996,75.9996,3,0,0,12
2020-03-26,4,0,0,"ATG",76.5708,76.5708,7,0,0,13
2020-03-27,0,0,0,"ATG",76.5708,76.5708,7,0,0,14
2020-03-28,0,0,0,"ATG",77.9044,77.9044,7,0,0,15
2020-03-29,0,0,0,"ATG",78.0948,78.0948,7,0,0,16
2020-03-30,0,0,0,"ATG",79.0468,79.0468,7,0,0,17
2020-03-31,0,0,0,"ATG",79.2372,79.2372,7,0,0,18
2020-04-01,0,0,0,"ATG",80.19,80.19,7,0,0,19
2020-04-02,2,0,0,"ATG",80.7612,80.7612,9,0,0,20
2020-04-03,6,0,0,"ATG",82.0944,82.0944,15,0,0,21
2020-04-04,0,0,0,"ATG",82.2848,82.2848,15,0,0,22
2020-04-05,0,0,0,"ATG",82.0944,82.0944,15,0,0,23
2020-04-06,0,0,0,"ATG",82.2848,82.2848,15,0,0,24
2020-04-07,4,0,1,"ATG",82.4004347826087,82.4004347826087,19,0,1,25
2020-04-08,0,0,1,"ATG",80.9518181818182,80.9518181818182,19,0,2,26
2020-04-09,0,0,0,"ATG",80.0447619047619,80.0447619047619,19,0,2,27
2020-04-10,0,0,0,"ATG",80.7135,80.7135,19,0,2,28
2020-04-11,2,0,0,"ATG",81.428,81.428,21,0,2,29
2020-04-12,0,0,0,"ATG",81.19,81.714,21,0,2,30
2020-04-13,2,0,0,"ATG",80.3247368421053,80.8564,23,0,2,31
2020-04-14,0,3,0,"ATG",86.7335714285714,80.8564,23,3,2,32
2020-04-15,0,0,0,"ATG",89.523,80.8564,23,3,2,33
2020-04-16,0,0,1,"ATG",87.7542857142857,80.8564,23,3,3,34
2020-04-17,0,0,0,"ATG",85.7133333333333,80.8564,23,3,3,35
2020-03-03,1,0,0,"ARG",14.29,14.29,1,0,0,0
2020-03-04,0,0,0,"ARG",14.29,14.29,1,0,0,1
2020-03-05,0,0,0,"ARG",14.29,14.29,1,0,0,2
2020-03-06,1,0,0,"ARG",14.29,14.29,2,0,0,3
2020-03-07,6,0,0,"ARG",14.29,14.29,8,0,0,4
2020-03-08,4,0,1,"ARG",14.29,14.29,12,0,1,5
2020-03-09,0,0,0,"ARG",14.29,14.29,12,0,1,6
2020-03-10,5,0,0,"ARG",14.29,14.29,17,0,1,7
2020-03-11,2,0,0,"ARG",23.81,23.81,19,0,1,8
2020-03-12,0,0,0,"ARG",23.81,23.81,19,0,1,9
2020-03-13,12,0,1,"ARG",38.1,38.1,31,0,2,10
2020-03-14,3,1,0,"ARG",38.1,38.1,34,1,2,11
2020-03-15,11,0,0,"ARG",38.1,38.1,45,1,2,12
2020-03-16,11,0,0,"ARG",66.67,66.67,56,1,2,13
2020-03-17,12,2,0,"ARG",66.67,66.67,68,3,2,14
2020-03-18,11,0,0,"ARG",66.67,66.67,79,3,2,15
2020-03-19,18,0,1,"ARG",66.67,66.67,97,3,3,16
2020-03-20,31,0,0,"ARG",95.24,95.24,128,3,3,17
2020-03-21,30,0,1,"ARG",95.24,95.24,158,3,4,18
2020-03-22,108,0,0,"ARG",95.24,95.24,266,3,4,19
2020-03-23,35,0,0,"ARG",95.24,95.24,301,3,4,20
2020-03-24,86,49,2,"ARG",95.24,95.24,387,52,6,21
2020-03-25,0,0,2,"ARG",95.24,95.24,387,52,8,22
2020-03-26,115,11,1,"ARG",95.24,95.24,502,63,9,23
2020-03-27,87,9,4,"ARG",95.24,95.24,589,72,13,24
2020-03-28,101,0,5,"ARG",95.24,95.24,690,72,18,25
2020-03-29,55,0,1,"ARG",95.24,95.24,745,72,19,26
2020-03-30,75,156,4,"ARG",95.24,95.24,820,228,23,27
2020-03-31,234,12,4,"ARG",95.24,95.24,1054,240,27,28
2020-04-01,0,8,1,"ARG",90.48,90.48,1054,248,28,29
2020-04-02,79,8,8,"ARG",90.48,90.48,1133,256,36,30
2020-04-03,132,10,3,"ARG",90.48,90.48,1265,266,39,31
2020-04-04,186,13,4,"ARG",95.24,95.24,1451,279,43,32
2020-04-05,0,1,1,"ARG",95.24,95.24,1451,280,44,33
2020-04-06,103,45,4,"ARG",95.24,95.24,1554,325,48,34
2020-04-07,74,13,8,"ARG",95.24,95.24,1628,338,56,35
2020-04-08,87,20,7,"ARG",95.24,95.24,1715,358,63,36
2020-04-09,80,7,9,"ARG",100,100,1795,365,72,37
2020-04-10,180,10,10,"ARG",100,100,1975,375,82,38
2020-04-11,0,65,1,"ARG",100,100,1975,440,83,39
2020-04-12,167,28,7,"ARG",95.24,95.24,2142,468,90,40
2020-04-13,66,47,7,"ARG",95.24,95.24,2208,515,97,41
2020-04-14,69,44,5,"ARG",95.24,95.24,2277,559,102,42
2020-04-15,166,37,9,"ARG",95.24,95.24,2443,596,111,43
2020-04-16,128,35,4,"ARG",95.24,95.24,2571,631,115,44
2020-04-17,98,35,8,"ARG",85.7133333333333,95.24,2669,666,123,45
2020-03-01,1,0,0,"ARM",30.3036363636364,30.3036363636364,1,0,0,0
2020-03-02,0,0,0,"ARM",27.4730769230769,27.4730769230769,1,0,0,1
2020-03-03,0,0,0,"ARM",27.5521428571429,27.5521428571429,1,0,0,2
2020-03-04,0,0,0,"ARM",27.938,27.938,1,0,0,3
2020-03-05,0,0,0,"ARM",32.74,32.74,1,0,0,4
2020-03-06,0,0,0,"ARM",32.74,32.74,1,0,0,5
2020-03-07,0,0,0,"ARM",33.335,33.335,1,0,0,6
2020-03-08,0,0,0,"ARM",34.2275,34.2275,1,0,0,7
2020-03-09,0,0,0,"ARM",36.46,36.46,1,0,0,8
2020-03-10,0,0,0,"ARM",38.84,38.84,1,0,0,9
2020-03-11,0,0,0,"ARM",40.4776470588235,40.4776470588235,1,0,0,10
2020-03-12,3,0,0,"ARM",43.2776470588235,43.2776470588235,4,0,0,11
2020-03-13,4,0,0,"ARM",47.1988235294118,47.1988235294118,8,0,0,12
2020-03-14,10,0,0,"ARM",49.0194117647059,49.0194117647059,18,0,0,13
2020-03-15,8,0,0,"ARM",53.0817647058823,53.0817647058823,26,0,0,14
2020-03-16,26,0,0,"ARM",60.7835294117647,60.7835294117647,52,0,0,15
2020-03-17,26,1,0,"ARM",63.5841176470588,63.5841176470588,78,1,0,16
2020-03-18,6,0,0,"ARM",69.4676470588235,69.4676470588235,84,1,0,17
2020-03-19,31,0,0,"ARM",73.3894117647059,73.3894117647059,115,1,0,18
2020-03-20,21,0,0,"ARM",74.51,74.51,136,1,0,19
2020-03-21,24,0,0,"ARM",77.0311764705882,77.0311764705882,160,1,0,20
2020-03-22,34,1,0,"ARM",82.805,82.805,194,2,0,21
2020-03-23,41,0,0,"ARM",84.7888888888889,84.7888888888889,235,2,0,22
2020-03-24,14,12,0,"ARM",86.1122222222222,86.1122222222222,249,14,0,23
2020-03-25,16,2,0,"ARM",88.2277777777778,88.2277777777778,265,16,0,24
2020-03-26,25,2,1,"ARM",89.0216666666667,89.0216666666667,290,18,1,25
2020-03-27,39,10,0,"ARM",90.3444444444444,90.3444444444444,329,28,1,26
2020-03-28,78,2,0,"ARM",90.3444444444444,90.3444444444444,407,30,1,27
2020-03-29,17,0,2,"ARM",90.8733333333333,90.8733333333333,424,30,3,28
2020-03-30,58,0,0,"ARM",90.8733333333333,90.8733333333333,482,30,3,29
2020-03-31,50,0,0,"ARM",91.9311111111111,91.9311111111111,532,30,3,30
2020-04-01,39,1,1,"ARM",92.725,92.725,571,31,4,31
2020-04-02,92,2,3,"ARM",92.725,92.725,663,33,7,32
2020-04-03,73,10,0,"ARM",92.7255555555556,92.7255555555556,736,43,7,33
2020-04-04,34,0,0,"ARM",92.7255555555556,92.7255555555556,770,43,7,34
2020-04-05,52,14,0,"ARM",92.7255555555556,92.7255555555556,822,57,7,35
2020-04-06,11,5,1,"ARM",91.9316666666667,91.9316666666667,833,62,8,36
2020-04-07,20,25,0,"ARM",92.70875,92.70875,853,87,8,37
2020-04-08,28,27,1,"ARM",92.70875,92.70875,881,114,9,38
2020-04-09,40,24,1,"ARM",93.00625,93.00625,921,138,10,39
2020-04-10,16,11,2,"ARM",92.54,92.54,937,149,12,40
2020-04-11,30,24,1,"ARM",91.9053333333333,91.9053333333333,967,173,13,41
2020-04-12,46,24,0,"ARM",91.9053333333333,91.9316666666667,1013,197,13,42
2020-04-13,26,14,1,"ARM",91.9053333333333,91.9316666666667,1039,211,14,43
2020-04-14,28,54,2,"ARM",93.59,91.9316666666667,1067,265,16,44
2020-04-15,44,32,1,"ARM",93.59,91.9316666666667,1111,297,17,45
2020-04-16,48,61,1,"ARM",93.155,91.9316666666667,1159,358,18,46
2020-04-17,42,44,1,"ARM",84.92,91.9316666666667,1201,402,19,47
2020-03-13,2,0,0,"ABW",0,0,2,0,0,0
2020-03-14,0,0,0,"ABW",0,0,2,0,0,1
2020-03-15,0,0,0,"ABW",0,0,2,0,0,2
2020-03-16,0,0,0,"ABW",28.57,28.57,2,0,0,3
2020-03-17,1,0,0,"ABW",28.57,28.57,3,0,0,4
2020-03-18,1,0,0,"ABW",42.86,42.86,4,0,0,5
2020-03-19,0,0,0,"ABW",42.86,42.86,4,0,0,6
2020-03-20,1,0,0,"ABW",42.86,42.86,5,0,0,7
2020-03-21,0,0,0,"ABW",66.67,66.67,5,0,0,8
2020-03-22,4,0,0,"ABW",66.67,66.67,9,0,0,9
2020-03-23,0,0,0,"ABW",66.67,66.67,9,0,0,10
2020-03-24,3,1,0,"ABW",66.67,66.67,12,1,0,11
2020-03-25,5,0,0,"ABW",66.67,66.67,17,1,0,12
2020-03-26,11,0,0,"ABW",66.67,66.67,28,1,0,13
2020-03-27,5,0,0,"ABW",66.67,66.67,33,1,0,14
2020-03-28,13,0,0,"ABW",66.67,66.67,46,1,0,15
2020-03-29,4,0,0,"ABW",71.43,71.43,50,1,0,16
2020-03-30,0,0,0,"ABW",71.43,71.43,50,1,0,17
2020-03-31,5,0,0,"ABW",71.43,71.43,55,1,0,18
2020-04-01,0,0,0,"ABW",71.43,71.43,55,1,0,19
2020-04-02,5,0,0,"ABW",71.43,71.43,60,1,0,20
2020-04-03,2,0,0,"ABW",71.43,71.43,62,1,0,21
2020-04-04,2,0,0,"ABW",71.43,71.43,64,1,0,22
2020-04-05,0,0,0,"ABW",71.43,71.43,64,1,0,23
2020-04-06,7,1,0,"ABW",71.43,71.43,71,2,0,24
2020-04-07,3,12,0,"ABW",82.4004347826087,82.4004347826087,74,14,0,25
2020-04-08,3,0,0,"ABW",80.9518181818182,80.9518181818182,77,14,0,26
2020-04-09,5,6,0,"ABW",80.0447619047619,80.0447619047619,82,20,0,27
2020-04-10,4,7,0,"ABW",80.7135,80.7135,86,27,0,28
2020-04-11,6,2,0,"ABW",81.428,81.428,92,29,0,29
2020-04-12,0,3,0,"ABW",81.19,71.43,92,32,0,30
2020-04-13,0,0,0,"ABW",80.3247368421053,71.43,92,32,0,31
2020-04-14,0,0,0,"ABW",86.7335714285714,71.43,92,32,0,32
2020-04-15,1,7,1,"ABW",89.523,71.43,93,39,1,33
2020-04-16,2,0,1,"ABW",87.7542857142857,71.43,95,39,2,34
2020-04-17,1,4,0,"ABW",85.7133333333333,71.43,96,43,2,35
2020-01-26,4,0,0,"AUS",7.14,7.14,4,0,0,0
2020-01-27,1,0,0,"AUS",7.14,7.14,5,0,0,1
2020-01-28,0,0,0,"AUS",7.14,7.14,5,0,0,2
