"date","confirmed","recovered","deaths","country_code","StringencyIndex","StringencyIndexForDisplay","cum_cases","cum_recovered","cum_deaths","since_first"
2020-03-14,7,0,0,"BOL",50,50,10,0,0,3
2020-03-15,0,0,0,"BOL",50,50,10,0,0,4
2020-03-16,1,0,0,"BOL",69.05,69.05,11,0,0,5
2020-03-17,0,0,0,"BOL",69.05,69.05,11,0,0,6
2020-03-18,1,0,0,"BOL",73.81,73.81,12,0,0,7
2020-03-19,0,0,0,"BOL",69.05,69.05,12,0,0,8
2020-03-20,3,0,0,"BOL",69.05,69.05,15,0,0,9
2020-03-21,4,0,0,"BOL",69.05,69.05,19,0,0,10
2020-03-22,5,0,0,"BOL",69.05,69.05,24,0,0,11
2020-03-23,3,0,0,"BOL",69.05,69.05,27,0,0,12
2020-03-24,2,0,0,"BOL",69.05,69.05,29,0,0,13
2020-03-25,3,0,0,"BOL",69.05,69.05,32,0,0,14
2020-03-26,11,0,0,"BOL",69.05,69.05,43,0,0,15
2020-03-27,18,0,0,"BOL",69.05,69.05,61,0,0,16
2020-03-28,13,0,0,"BOL",69.05,69.05,74,0,0,17
2020-03-29,7,0,1,"BOL",69.05,69.05,81,0,1,18
2020-03-30,16,0,3,"BOL",69.05,69.05,97,0,4,19
2020-03-31,10,0,2,"BOL",69.05,69.05,107,0,6,20
2020-04-01,8,1,1,"BOL",69.05,69.05,115,1,7,21
2020-04-02,8,0,1,"BOL",69.05,69.05,123,1,8,22
2020-04-03,9,0,1,"BOL",69.05,69.05,132,1,9,23
2020-04-04,7,0,1,"BOL",69.05,69.05,139,1,10,24
2020-04-05,18,1,0,"BOL",69.05,69.05,157,2,10,25
2020-04-06,26,0,1,"BOL",69.05,69.05,183,2,11,26
2020-04-07,11,0,3,"BOL",69.05,69.05,194,2,14,27
2020-04-08,16,0,1,"BOL",69.05,69.05,210,2,15,28
2020-04-09,54,0,3,"BOL",69.05,69.05,264,2,18,29
2020-04-10,4,0,1,"BOL",69.05,69.05,268,2,19,30
2020-04-11,7,0,1,"BOL",69.05,69.05,275,2,20,31
2020-04-12,25,0,4,"BOL",69.05,69.05,300,2,24,32
2020-04-13,30,0,3,"BOL",69.05,69.05,330,2,27,33
2020-04-14,24,4,1,"BOL",86.7335714285714,69.05,354,6,28,34
2020-04-15,43,1,0,"BOL",89.523,69.05,397,7,28,35
2020-04-16,44,7,1,"BOL",87.7542857142857,69.05,441,14,29,36
2020-04-17,24,12,2,"BOL",85.7133333333333,69.05,465,26,31,37
2020-03-05,2,0,0,"BIH",14.29,14.29,2,0,0,0
2020-03-06,0,0,0,"BIH",14.29,14.29,2,0,0,1
2020-03-07,1,0,0,"BIH",14.29,14.29,3,0,0,2
2020-03-08,0,0,0,"BIH",14.29,14.29,3,0,0,3
2020-03-09,0,0,0,"BIH",14.29,14.29,3,0,0,4
2020-03-10,2,0,0,"BIH",28.57,28.57,5,0,0,5
2020-03-11,2,0,0,"BIH",47.62,47.62,7,0,0,6
2020-03-12,4,0,0,"BIH",47.62,47.62,11,0,0,7
2020-03-13,2,0,0,"BIH",47.62,47.62,13,0,0,8
2020-03-14,5,0,0,"BIH",47.62,47.62,18,0,0,9
2020-03-15,6,0,0,"BIH",47.62,47.62,24,0,0,10
2020-03-16,1,0,0,"BIH",57.14,57.14,25,0,0,11
2020-03-17,1,2,0,"BIH",90.48,90.48,26,2,0,12
2020-03-18,12,0,0,"BIH",90.48,90.48,38,2,0,13
2020-03-19,25,0,0,"BIH",90.48,90.48,63,2,0,14
2020-03-20,26,0,0,"BIH",90.48,90.48,89,2,0,15
2020-03-21,4,0,1,"BIH",100,100,93,2,1,16
2020-03-22,33,0,0,"BIH",100,100,126,2,1,17
2020-03-23,10,0,0,"BIH",100,100,136,2,1,18
2020-03-24,30,0,2,"BIH",100,100,166,2,3,19
2020-03-25,10,0,0,"BIH",100,100,176,2,3,20
2020-03-26,15,0,0,"BIH",100,100,191,2,3,21
2020-03-27,46,3,1,"BIH",100,100,237,5,4,22
2020-03-28,21,0,1,"BIH",100,100,258,5,5,23
2020-03-29,65,3,1,"BIH",100,100,323,8,6,24
2020-03-30,45,9,4,"BIH",100,100,368,17,10,25
2020-03-31,52,0,3,"BIH",100,100,420,17,13,26
2020-04-01,39,2,0,"BIH",100,100,459,19,13,27
2020-04-02,74,1,3,"BIH",100,100,533,20,16,28
2020-04-03,46,7,1,"BIH",100,100,579,27,17,29
2020-04-04,45,3,4,"BIH",100,100,624,30,21,30
2020-04-05,30,0,2,"BIH",100,100,654,30,23,31
2020-04-06,20,17,6,"BIH",100,100,674,47,29,32
2020-04-07,90,21,4,"BIH",100,100,764,68,33,33
2020-04-08,40,11,1,"BIH",100,100,804,79,34,34
2020-04-09,54,22,1,"BIH",100,100,858,101,35,35
2020-04-10,43,28,1,"BIH",100,100,901,129,36,36
2020-04-11,45,10,1,"BIH",100,100,946,139,37,37
2020-04-12,63,54,2,"BIH",100,100,1009,193,39,38
2020-04-13,28,13,0,"BIH",100,100,1037,206,39,39
2020-04-14,46,30,1,"BIH",87.2178947368421,100,1083,236,40,40
2020-04-15,27,17,1,"BIH",86.9673684210526,100,1110,253,41,41
2020-04-16,57,24,2,"BIH",86.395,100,1167,277,43,42
2020-04-17,47,43,3,"BIH",92.86,100,1214,320,46,43
2020-03-30,3,0,0,"BWA",66.67,66.67,3,0,0,0
2020-03-31,1,0,1,"BWA",66.67,66.67,4,0,1,1
2020-04-01,0,0,0,"BWA",66.67,66.67,4,0,1,2
2020-04-02,0,0,0,"BWA",100,100,4,0,1,3
2020-04-03,0,0,0,"BWA",100,100,4,0,1,4
2020-04-04,0,0,0,"BWA",100,100,4,0,1,5
2020-04-05,2,0,0,"BWA",100,100,6,0,1,6
2020-04-06,0,0,0,"BWA",100,100,6,0,1,7
2020-04-07,0,0,0,"BWA",100,100,6,0,1,8
2020-04-08,0,0,0,"BWA",100,100,6,0,1,9
2020-04-09,7,0,0,"BWA",100,100,13,0,1,10
2020-04-10,0,0,0,"BWA",100,100,13,0,1,11
2020-04-11,0,0,0,"BWA",100,100,13,0,1,12
2020-04-12,0,0,0,"BWA",100,100,13,0,1,13
2020-04-13,0,0,0,"BWA",100,100,13,0,1,14
2020-04-14,0,0,0,"BWA",84.7877777777778,100,13,0,1,15
2020-04-15,0,0,0,"BWA",83.5972222222222,100,13,0,1,16
2020-04-16,2,0,0,"BWA",84.7976923076923,100,15,0,1,17
2020-04-17,0,0,0,"BWA",76.9833333333333,100,15,0,1,18
2020-02-26,1,0,0,"BRA",0,0,1,0,0,0
2020-02-27,0,0,0,"BRA",0,0,1,0,0,1
2020-02-28,0,0,0,"BRA",0,0,1,0,0,2
2020-02-29,1,0,0,"BRA",0,0,2,0,0,3
2020-03-01,0,0,0,"BRA",0,0,2,0,0,4
2020-03-02,0,0,0,"BRA",14.29,14.29,2,0,0,5
2020-03-03,0,0,0,"BRA",14.29,14.29,2,0,0,6
2020-03-04,2,0,0,"BRA",14.29,14.29,4,0,0,7
2020-03-05,0,0,0,"BRA",14.29,14.29,4,0,0,8
2020-03-06,9,0,0,"BRA",14.29,14.29,13,0,0,9
2020-03-07,0,0,0,"BRA",14.29,14.29,13,0,0,10
2020-03-08,7,0,0,"BRA",14.29,14.29,20,0,0,11
2020-03-09,5,0,0,"BRA",14.29,14.29,25,0,0,12
2020-03-10,6,0,0,"BRA",14.29,14.29,31,0,0,13
2020-03-11,7,0,0,"BRA",14.29,14.29,38,0,0,14
2020-03-12,14,0,0,"BRA",33.33,33.33,52,0,0,15
2020-03-13,99,0,0,"BRA",47.62,47.62,151,0,0,16
2020-03-14,0,0,0,"BRA",47.62,47.62,151,0,0,17
2020-03-15,11,0,0,"BRA",52.38,52.38,162,0,0,18
2020-03-16,38,1,0,"BRA",52.38,52.38,200,1,0,19
2020-03-17,121,1,1,"BRA",61.9,61.9,321,2,1,20
2020-03-18,51,0,2,"BRA",61.9,61.9,372,2,3,21
2020-03-19,249,0,3,"BRA",71.43,71.43,621,2,6,22
2020-03-20,172,0,5,"BRA",71.43,71.43,793,2,11,23
2020-03-21,228,0,4,"BRA",76.19,76.19,1021,2,15,24
2020-03-22,525,0,10,"BRA",76.19,76.19,1546,2,25,25
2020-03-23,378,0,9,"BRA",76.19,76.19,1924,2,34,26
2020-03-24,323,0,12,"BRA",76.19,76.19,2247,2,46,27
2020-03-25,307,0,13,"BRA",76.19,76.19,2554,2,59,28
2020-03-26,431,4,18,"BRA",76.19,76.19,2985,6,77,29
2020-03-27,432,0,15,"BRA",76.19,76.19,3417,6,92,30
2020-03-28,487,0,19,"BRA",76.19,76.19,3904,6,111,31
2020-03-29,352,0,25,"BRA",76.19,76.19,4256,6,136,32
2020-03-30,323,114,23,"BRA",76.19,76.19,4579,120,159,33
2020-03-31,1138,7,42,"BRA",76.19,76.19,5717,127,201,34
2020-04-01,1119,0,39,"BRA",76.19,76.19,6836,127,240,35
2020-04-02,1208,0,84,"BRA",76.19,76.19,8044,127,324,36
2020-04-03,1012,0,35,"BRA",76.19,76.19,9056,127,359,37
2020-04-04,1304,0,86,"BRA",76.19,76.19,10360,127,445,38
2020-04-05,770,0,41,"BRA",76.19,76.19,11130,127,486,39
2020-04-06,1031,0,78,"BRA",76.19,76.19,12161,127,564,40
2020-04-07,1873,0,122,"BRA",76.19,76.19,14034,127,686,41
2020-04-08,2136,0,133,"BRA",76.19,76.19,16170,127,819,42
2020-04-09,1922,46,131,"BRA",76.19,76.19,18092,173,950,43
2020-04-10,1546,0,107,"BRA",76.19,76.19,19638,173,1057,44
2020-04-11,1089,0,67,"BRA",76.19,76.19,20727,173,1124,45
2020-04-12,1465,0,99,"BRA",76.19,76.19,22192,173,1223,46
2020-04-13,1238,0,105,"BRA",80.3247368421053,76.19,23430,173,1328,47
2020-04-14,1832,2873,204,"BRA",76.19,76.19,25262,3046,1532,48
2020-04-15,3058,10980,204,"BRA",89.523,76.19,28320,14026,1736,49
2020-04-16,2105,0,188,"BRA",87.7542857142857,76.19,30425,14026,1924,50
2020-04-17,3257,0,217,"BRA",85.7133333333333,76.19,33682,14026,2141,51
2020-03-28,2,0,0,"VGB",82.54,82.54,2,0,0,0
2020-03-29,0,0,0,"VGB",82.54,82.54,2,0,0,1
2020-03-30,0,0,0,"VGB",82.54,82.54,2,0,0,2
2020-03-31,1,0,0,"VGB",84.1266666666667,84.1266666666667,3,0,0,3
2020-04-01,0,0,0,"VGB",85.7133333333333,85.7133333333333,3,0,0,4
2020-04-02,0,0,0,"VGB",85.7133333333333,85.7133333333333,3,0,0,5
2020-04-03,0,0,0,"VGB",85.7133333333333,85.7133333333333,3,0,0,6
2020-04-04,0,0,0,"VGB",85.7133333333333,85.7133333333333,3,0,0,7
2020-04-05,0,0,0,"VGB",85.7133333333333,85.7133333333333,3,0,0,8
2020-04-06,0,0,0,"VGB",85.7133333333333,85.7133333333333,3,0,0,9
2020-04-07,0,0,0,"VGB",87.3,87.3,3,0,0,10
2020-04-08,0,0,0,"VGB",87.3,87.3,3,0,0,11
2020-04-09,0,0,0,"VGB",87.3,87.3,3,0,0,12
2020-04-10,0,0,0,"VGB",87.3,87.3,3,0,0,13
2020-04-11,0,2,0,"VGB",87.3,87.3,3,2,0,14
2020-04-12,0,0,0,"VGB",87.3,87.3,3,2,0,15
2020-04-13,0,0,0,"VGB",87.3,87.3,3,2,0,16
2020-04-14,0,0,0,"VGB",87.3,87.3,3,2,0,17
2020-04-15,0,0,0,"VGB",87.3,87.3,3,2,0,18
2020-04-16,0,0,0,"VGB",87.3,87.3,3,2,0,19
2020-04-17,1,0,0,"VGB",100,87.3,4,2,0,20
2020-03-09,1,0,0,"BRN",28.57,28.57,1,0,0,0
2020-03-10,0,0,0,"BRN",28.57,28.57,1,0,0,1
2020-03-11,10,0,0,"BRN",42.86,42.86,11,0,0,2
2020-03-12,0,0,0,"BRN",42.86,42.86,11,0,0,3
2020-03-13,26,0,0,"BRN",57.14,57.14,37,0,0,4
2020-03-14,3,0,0,"BRN",57.14,57.14,40,0,0,5
2020-03-15,10,0,0,"BRN",57.14,57.14,50,0,0,6
2020-03-16,4,0,0,"BRN",57.14,57.14,54,0,0,7
2020-03-17,2,0,0,"BRN",57.14,57.14,56,0,0,8
2020-03-18,12,0,0,"BRN",57.14,57.14,68,0,0,9
2020-03-19,7,0,0,"BRN",57.14,57.14,75,0,0,10
2020-03-20,3,1,0,"BRN",57.14,57.14,78,1,0,11
2020-03-21,5,1,0,"BRN",57.14,57.14,83,2,0,12
2020-03-22,5,0,0,"BRN",57.14,57.14,88,2,0,13
2020-03-23,3,0,0,"BRN",57.14,57.14,91,2,0,14
2020-03-24,13,0,0,"BRN",57.14,57.14,104,2,0,15
2020-03-25,5,0,0,"BRN",57.14,57.14,109,2,0,16
2020-03-26,5,3,0,"BRN",57.14,57.14,114,5,0,17
2020-03-27,1,6,0,"BRN",57.14,57.14,115,11,0,18
2020-03-28,5,14,1,"BRN",57.14,57.14,120,25,1,19
2020-03-29,6,9,0,"BRN",57.14,57.14,126,34,1,20
2020-03-30,1,4,0,"BRN",57.14,57.14,127,38,1,21
2020-03-31,2,7,0,"BRN",57.14,57.14,129,45,1,22
2020-04-01,2,7,0,"BRN",57.14,57.14,131,52,1,23
2020-04-02,2,4,0,"BRN",57.14,57.14,133,56,1,24
2020-04-03,1,9,0,"BRN",57.14,57.14,134,65,1,25
2020-04-04,1,1,0,"BRN",57.14,57.14,135,66,1,26
2020-04-05,0,7,0,"BRN",57.14,57.14,135,73,1,27
2020-04-06,0,9,0,"BRN",57.14,57.14,135,82,1,28
2020-04-07,0,3,0,"BRN",57.14,57.14,135,85,1,29
2020-04-08,0,6,0,"BRN",57.14,57.14,135,91,1,30
2020-04-09,0,1,0,"BRN",57.14,57.14,135,92,1,31
2020-04-10,1,7,0,"BRN",57.14,57.14,136,99,1,32
2020-04-11,0,5,0,"BRN",57.14,57.14,136,104,1,33
2020-04-12,0,2,0,"BRN",57.14,57.14,136,106,1,34
2020-04-13,0,1,0,"BRN",57.14,57.14,136,107,1,35
2020-04-14,0,0,0,"BRN",57.14,57.14,136,107,1,36
2020-04-15,0,1,0,"BRN",57.14,57.14,136,108,1,37
2020-04-16,0,0,0,"BRN",57.14,57.14,136,108,1,38
2020-04-17,0,4,0,"BRN",85.71,57.14,136,112,1,39
2020-03-08,4,0,0,"BGR",33.33,33.33,4,0,0,0
2020-03-09,0,0,0,"BGR",33.33,33.33,4,0,0,1
2020-03-10,0,0,0,"BGR",33.33,33.33,4,0,0,2
2020-03-11,3,0,1,"BGR",33.33,33.33,7,0,1,3
2020-03-12,0,0,0,"BGR",33.33,33.33,7,0,1,4
2020-03-13,16,0,0,"BGR",71.43,71.43,23,0,1,5
2020-03-14,18,0,1,"BGR",71.43,71.43,41,0,2,6
2020-03-15,10,0,0,"BGR",71.43,71.43,51,0,2,7
2020-03-16,1,0,0,"BGR",71.43,71.43,52,0,2,8
2020-03-17,15,0,0,"BGR",71.43,71.43,67,0,2,9
2020-03-18,25,0,0,"BGR",80.95,80.95,92,0,2,10
2020-03-19,2,0,1,"BGR",80.95,80.95,94,0,3,11
2020-03-20,33,0,0,"BGR",80.95,80.95,127,0,3,12
2020-03-21,36,3,0,"BGR",80.95,80.95,163,3,3,13
2020-03-22,24,0,0,"BGR",80.95,80.95,187,3,3,14
2020-03-23,14,0,0,"BGR",80.95,80.95,201,3,3,15
2020-03-24,17,0,0,"BGR",80.95,80.95,218,3,3,16
2020-03-25,24,1,0,"BGR",80.95,80.95,242,4,3,17
2020-03-26,22,4,0,"BGR",80.95,80.95,264,8,3,18
2020-03-27,29,1,0,"BGR",80.95,80.95,293,9,3,19
2020-03-28,38,2,4,"BGR",80.95,80.95,331,11,7,20
2020-03-29,15,3,1,"BGR",80.95,80.95,346,14,8,21
2020-03-30,13,3,0,"BGR",80.95,80.95,359,17,8,22
2020-03-31,40,0,0,"BGR",80.95,80.95,399,17,8,23
2020-04-01,23,3,2,"BGR",80.95,80.95,422,20,10,24
2020-04-02,35,5,0,"BGR",80.95,80.95,457,25,10,25
2020-04-03,28,5,4,"BGR",80.95,80.95,485,30,14,26
2020-04-04,18,4,3,"BGR",80.95,80.95,503,34,17,27
2020-04-05,28,3,3,"BGR",80.95,80.95,531,37,20,28
2020-04-06,18,2,2,"BGR",80.95,80.95,549,39,22,29
2020-04-07,28,3,1,"BGR",80.95,80.95,577,42,23,30
2020-04-08,16,0,1,"BGR",80.95,80.95,593,42,24,31
2020-04-09,25,6,0,"BGR",80.95,80.95,618,48,24,32
2020-04-10,17,6,1,"BGR",84.6462068965517,84.6462068965517,635,54,25,33
2020-04-11,26,8,3,"BGR",84.6462068965517,84.6462068965517,661,62,28,34
2020-04-12,14,6,1,"BGR",84.7782142857143,80.95,675,68,29,35
2020-04-13,10,3,3,"BGR",85.89,80.95,685,71,32,36
2020-04-14,28,10,3,"BGR",87.2178947368421,80.95,713,81,35,37
2020-04-15,34,24,1,"BGR",86.9673684210526,80.95,747,105,36,38
2020-04-16,53,17,2,"BGR",86.395,80.95,800,122,38,39
2020-04-17,46,19,3,"BGR",92.86,80.95,846,141,41,40
2020-03-10,1,0,0,"BFA",0,0,1,0,0,0
2020-03-11,1,0,0,"BFA",0,0,2,0,0,1
2020-03-12,0,0,0,"BFA",19.05,19.05,2,0,0,2
2020-03-13,0,0,0,"BFA",33.33,33.33,2,0,0,3
2020-03-14,0,0,0,"BFA",33.33,33.33,2,0,0,4
2020-03-15,1,0,0,"BFA",33.33,33.33,3,0,0,5
2020-03-16,12,0,0,"BFA",47.62,47.62,15,0,0,6
2020-03-17,0,0,0,"BFA",47.62,47.62,15,0,0,7
2020-03-18,5,0,1,"BFA",47.62,47.62,20,0,1,8
2020-03-19,13,0,0,"BFA",47.62,47.62,33,0,1,9
2020-03-20,7,0,0,"BFA",57.14,57.14,40,0,1,10
2020-03-21,24,5,1,"BFA",80.95,80.95,64,5,2,11
2020-03-22,11,0,2,"BFA",90.48,90.48,75,5,4,12
2020-03-23,24,0,0,"BFA",95.24,95.24,99,5,4,13
2020-03-24,15,2,0,"BFA",95.24,95.24,114,7,4,14
2020-03-25,32,3,0,"BFA",95.24,95.24,146,10,4,15
2020-03-26,6,0,3,"BFA",95.24,95.24,152,10,7,16
2020-03-27,28,2,2,"BFA",95.24,95.24,180,12,9,17
2020-03-28,27,9,2,"BFA",95.24,95.24,207,21,11,18
2020-03-29,15,2,1,"BFA",95.24,95.24,222,23,12,19
2020-03-30,24,8,0,"BFA",95.24,95.24,246,31,12,20
2020-03-31,15,1,2,"BFA",95.24,95.24,261,32,14,21
2020-04-01,21,14,2,"BFA",88.1,88.1,282,46,16,22
2020-04-02,6,4,0,"BFA",88.1,88.1,288,50,16,23
2020-04-03,14,0,0,"BFA",88.1,88.1,302,50,16,24
2020-04-04,16,16,0,"BFA",88.1,88.1,318,66,16,25
2020-04-05,27,24,1,"BFA",88.1,88.1,345,90,17,26
2020-04-06,19,18,1,"BFA",95.24,95.24,364,108,18,27
2020-04-07,20,19,1,"BFA",95.24,95.24,384,127,19,28
2020-04-08,30,7,4,"BFA",95.24,95.24,414,134,23,29
2020-04-09,29,12,1,"BFA",95.24,95.24,443,146,24,30
2020-04-10,0,0,0,"BFA",95.24,95.24,443,146,24,31
2020-04-11,41,9,3,"BFA",95.24,95.24,484,155,27,32
2020-04-12,13,6,0,"BFA",95.24,95.24,497,161,27,33
2020-04-13,0,0,0,"BFA",95.24,95.24,497,161,27,34
2020-04-14,31,16,3,"BFA",84.7877777777778,95.24,528,177,30,35
2020-04-15,14,49,2,"BFA",83.5972222222222,95.24,542,226,32,36
2020-04-16,4,31,0,"BFA",84.7976923076923,95.24,546,257,32,37
2020-04-17,11,37,3,"BFA",76.9833333333333,95.24,557,294,35,38
2020-03-27,8,0,0,"MMR",61.9,61.9,8,0,0,0
2020-03-28,0,0,0,"MMR",61.9,61.9,8,0,0,1
2020-03-29,2,0,0,"MMR",61.9,61.9,10,0,0,2
2020-03-30,4,0,0,"MMR",66.67,66.67,14,0,0,3
2020-03-31,1,0,1,"MMR",66.67,66.67,15,0,1,4
2020-04-01,0,0,0,"MMR",76.19,76.19,15,0,1,5
2020-04-02,5,0,0,"MMR",76.19,76.19,20,0,1,6
2020-04-03,0,0,0,"MMR",76.19,76.19,20,0,1,7
2020-04-04,1,0,0,"MMR",76.19,76.19,21,0,1,8
2020-04-05,0,0,0,"MMR",76.19,76.19,21,0,1,9
2020-04-06,1,0,0,"MMR",76.19,76.19,22,0,1,10
2020-04-07,0,0,0,"MMR",80.95,80.95,22,0,1,11
2020-04-08,0,0,2,"MMR",80.95,80.95,22,0,3,12
2020-04-09,1,2,0,"MMR",80.95,80.95,23,2,3,13
2020-04-10,4,0,0,"MMR",80.95,80.95,27,2,3,14
2020-04-11,11,0,0,"MMR",80.95,80.95,38,2,3,15
2020-04-12,3,0,1,"MMR",80.95,80.95,41,2,4,16
2020-04-13,21,0,0,"MMR",80.95,80.95,62,2,4,17
2020-04-14,1,0,0,"MMR",80.95,80.95,63,2,4,18
2020-04-15,11,0,0,"MMR",80.95,80.95,74,2,4,19
2020-04-16,11,0,0,"MMR",80.95,80.95,85,2,4,20
2020-04-17,3,3,0,"MMR",85.715,80.95,88,5,4,21
2020-03-31,2,0,0,"BDI",28.57,28.57,2,0,0,0
2020-04-01,0,0,0,"BDI",28.57,28.57,2,0,0,1
2020-04-02,1,0,0,"BDI",28.57,28.57,3,0,0,2
2020-04-03,0,0,0,"BDI",28.57,28.57,3,0,0,3
2020-04-04,0,0,0,"BDI",28.57,28.57,3,0,0,4
2020-04-05,0,0,0,"BDI",28.57,28.57,3,0,0,5
2020-04-06,0,0,0,"BDI",28.57,28.57,3,0,0,6
2020-04-07,0,0,0,"BDI",28.57,28.57,3,0,0,7
2020-04-08,0,0,0,"BDI",28.57,28.57,3,0,0,8
2020-04-09,0,0,0,"BDI",28.57,28.57,3,0,0,9
2020-04-10,0,0,0,"BDI",28.57,28.57,3,0,0,10
2020-04-11,2,0,0,"BDI",28.57,28.57,5,0,0,11
2020-04-12,0,0,0,"BDI",28.57,28.57,5,0,0,12
2020-04-13,0,0,1,"BDI",81.3771428571429,28.57,5,0,1,13
2020-04-14,0,0,0,"BDI",84.7877777777778,28.57,5,0,1,14
2020-04-15,0,0,0,"BDI",83.5972222222222,28.57,5,0,1,15
2020-04-16,0,0,0,"BDI",84.7976923076923,28.57,5,0,1,16
2020-04-17,0,0,0,"BDI",76.9833333333333,28.57,5,0,1,17
2020-03-20,1,0,0,"CPV",51.76,51.76,1,0,0,0
2020-03-21,2,0,0,"CPV",57.9358333333333,57.9358333333333,3,0,0,1
2020-03-22,0,0,0,"CPV",60.1646153846154,60.1646153846154,3,0,0,2
2020-03-23,0,0,0,"CPV",65.4757692307692,65.4757692307692,3,0,0,3
2020-03-24,0,0,1,"CPV",69.8407407407407,69.8407407407407,3,0,1,4
2020-03-25,1,0,0,"CPV",71.7678571428571,71.7678571428571,4,0,1,5
2020-03-26,0,0,0,"CPV",73.3839285714286,73.3839285714286,4,0,1,6
2020-03-27,1,0,0,"CPV",74.8296428571429,74.8296428571429,5,0,1,7
2020-03-28,0,0,0,"CPV",75.17,75.17,5,0,1,8
2020-03-29,1,0,0,"CPV",76.1903571428571,76.1903571428571,6,0,1,9
2020-03-30,0,0,0,"CPV",78.1606896551724,78.1606896551724,6,0,1,10
2020-03-31,0,0,0,"CPV",75.8825806451613,75.8825806451613,6,0,1,11
2020-04-01,0,0,0,"CPV",76.0364516129032,76.0364516129032,6,0,1,12
2020-04-02,0,0,0,"CPV",76.4134375,76.4134375,6,0,1,13
2020-04-03,0,0,0,"CPV",76.9340625,76.9340625,6,0,1,14
2020-04-04,1,0,0,"CPV",77.380625,77.380625,7,0,1,15
2020-04-05,0,0,0,"CPV",79.0763636363636,79.0763636363636,7,0,1,16
2020-04-06,0,1,0,"CPV",79.2927272727273,79.2927272727273,7,1,1,17
2020-04-07,0,0,0,"CPV",78.27375,78.27375,7,1,1,18
2020-04-08,0,0,0,"CPV",79.5384375,79.5384375,7,1,1,19
2020-04-09,0,0,0,"CPV",79.5384375,79.5384375,7,1,1,20
2020-04-10,0,0,0,"CPV",79.5384375,79.5384375,7,1,1,21
2020-04-11,1,0,0,"CPV",79.5384375,79.5384375,8,1,1,22
2020-04-12,0,0,0,"CPV",79.240625,79.869696969697,8,1,1,23
2020-04-13,2,0,0,"CPV",81.3771428571429,80.3027272727273,10,1,1,24
2020-04-14,1,0,0,"CPV",84.7877777777778,80.3027272727273,11,1,1,25
2020-04-15,45,0,0,"CPV",83.5972222222222,79.6533333333333,56,1,1,26
2020-04-16,0,0,0,"CPV",84.7976923076923,79.6533333333333,56,1,1,27
2020-04-17,0,0,0,"CPV",76.9833333333333,79.6533333333333,56,1,1,28
2020-01-27,1,0,0,"KHM",11.905,11.905,1,0,0,0
2020-01-28,0,0,0,"KHM",11.905,11.905,1,0,0,1
2020-01-29,0,0,0,"KHM",15.4775,15.4775,1,0,0,2
2020-01-30,0,0,0,"KHM",17.618,17.618,1,0,0,3
2020-01-31,0,0,0,"KHM",21.904,21.904,1,0,0,4
2020-02-01,0,0,0,"KHM",22.856,22.856,1,0,0,5
2020-02-02,0,0,0,"KHM",22.856,22.856,1,0,0,6
2020-02-03,0,0,0,"KHM",24.762,24.762,1,0,0,7
2020-02-04,0,0,0,"KHM",24.762,24.762,1,0,0,8
2020-02-05,0,0,0,"KHM",24.762,24.762,1,0,0,9
2020-02-06,0,0,0,"KHM",24.762,24.762,1,0,0,10
2020-02-07,0,0,0,"KHM",27.62,27.62,1,0,0,11
2020-02-08,0,0,0,"KHM",29.524,29.524,1,0,0,12
2020-02-09,0,0,0,"KHM",29.524,29.524,1,0,0,13
2020-02-10,0,0,0,"KHM",29.524,29.524,1,0,0,14
2020-02-11,0,0,0,"KHM",29.524,29.524,1,0,0,15
2020-02-12,0,1,0,"KHM",29.524,29.524,1,1,0,16
2020-02-13,0,0,0,"KHM",31.428,31.428,1,1,0,17
2020-02-14,0,0,0,"KHM",31.428,31.428,1,1,0,18
2020-02-15,0,0,0,"KHM",32.38,32.38,1,1,0,19
2020-02-16,0,0,0,"KHM",32.38,32.38,1,1,0,20
2020-02-17,0,0,0,"KHM",30.95,30.95,1,1,0,21
2020-02-18,0,0,0,"KHM",30.95,30.95,1,1,0,22
2020-02-19,0,0,0,"KHM",33.332,33.332,1,1,0,23
2020-02-20,0,0,0,"KHM",33.332,33.332,1,1,0,24
2020-02-21,0,0,0,"KHM",33.332,33.332,1,1,0,25
2020-02-22,0,0,0,"KHM",33.332,33.332,1,1,0,26
2020-02-23,0,0,0,"KHM",33.332,33.332,1,1,0,27
2020-02-24,0,0,0,"KHM",33.332,33.332,1,1,0,28
2020-02-25,0,0,0,"KHM",33.332,33.332,1,1,0,29
2020-02-26,0,0,0,"KHM",33.332,33.332,1,1,0,30
2020-02-27,0,0,0,"KHM",33.332,33.332,1,1,0,31
2020-02-28,0,0,0,"KHM",32.38,32.38,1,1,0,32
2020-02-29,0,0,0,"KHM",32.38,32.38,1,1,0,33
2020-03-01,0,0,0,"KHM",32.38,32.38,1,1,0,34
2020-03-02,0,0,0,"KHM",31.745,31.745,1,1,0,35
2020-03-03,0,0,0,"KHM",35.7133333333333,35.7133333333333,1,1,0,36
2020-03-04,0,0,0,"KHM",35.7133333333333,35.7133333333333,1,1,0,37
2020-03-05,0,0,0,"KHM",35.7133333333333,35.7133333333333,1,1,0,38
2020-03-06,0,0,0,"KHM",39.6816666666667,39.6816666666667,1,1,0,39
2020-03-07,0,0,0,"KHM",40.475,40.475,1,1,0,40
2020-03-08,1,0,0,"KHM",40.475,40.475,2,1,0,41
