date,country,confirmed,recovered,deaths,country_code,S1_School closing,S1_IsGeneral,S2_Workplace closing,S2_IsGeneral,S3_Cancel public events,S3_IsGeneral,S4_Close public transport,S4_IsGeneral,S5_Public information campaigns,S5_IsGeneral,S6_Restrictions on internal movement,S6_IsGeneral,S7_International travel controls,S8_Fiscal measures,S9_Monetary measures,S10_Emergency investment in health care,S11_Investment in Vaccines,S12_Testing framework,S13_Contact tracing,StringencyIndex,StringencyIndexForDisplay,pct_positive,test_by_million
2020-01-27,Cameroon,0.0,0.0,0.0,CMR,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2020-01-28,Cameroon,0.0,0.0,0.0,CMR,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2020-01-29,Cameroon,0.0,0.0,0.0,CMR,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2020-01-30,Cameroon,0.0,0.0,0.0,CMR,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2020-01-31,Cameroon,0.0,0.0,0.0,CMR,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2020-02-01,Cameroon,0.0,0.0,0.0,CMR,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2020-02-02,Cameroon,0.0,0.0,0.0,CMR,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2020-02-03,Cameroon,0.0,0.0,0.0,CMR,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2020-02-04,Cameroon,0.0,0.0,0.0,CMR,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2020-02-05,Cameroon,0.0,0.0,0.0,CMR,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2020-02-06,Cameroon,0.0,0.0,0.0,CMR,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2020-02-07,Cameroon,0.0,0.0,0.0,CMR,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2020-02-08,Cameroon,0.0,0.0,0.0,CMR,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2020-02-09,Cameroon,0.0,0.0,0.0,CMR,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2020-02-10,Cameroon,0.0,0.0,0.0,CMR,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2020-02-11,Cameroon,0.0,0.0,0.0,CMR,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2020-02-12,Cameroon,0.0,0.0,0.0,CMR,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2020-02-13,Cameroon,0.0,0.0,0.0,CMR,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2020-02-14,Cameroon,0.0,0.0,0.0,CMR,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2020-02-15,Cameroon,0.0,0.0,0.0,CMR,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2020-02-16,Cameroon,0.0,0.0,0.0,CMR,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2020-02-17,Cameroon,0.0,0.0,0.0,CMR,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2020-02-18,Cameroon,0.0,0.0,0.0,CMR,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2020-02-19,Cameroon,0.0,0.0,0.0,CMR,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2020-02-20,Cameroon,0.0,0.0,0.0,CMR,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2020-02-21,Cameroon,0.0,0.0,0.0,CMR,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2020-02-22,Cameroon,0.0,0.0,0.0,CMR,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2020-02-23,Cameroon,0.0,0.0,0.0,CMR,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2020-02-24,Cameroon,0.0,0.0,0.0,CMR,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2020-02-25,Cameroon,0.0,0.0,0.0,CMR,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2020-02-26,Cameroon,0.0,0.0,0.0,CMR,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2020-02-27,Cameroon,0.0,0.0,0.0,CMR,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2020-02-28,Cameroon,0.0,0.0,0.0,CMR,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2020-02-29,Cameroon,0.0,0.0,0.0,CMR,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2020-03-01,Cameroon,0.0,0.0,0.0,CMR,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2020-03-02,Cameroon,0.0,0.0,0.0,CMR,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2020-03-03,Cameroon,0.0,0.0,0.0,CMR,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2020-03-04,Cameroon,0.0,0.0,0.0,CMR,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2020-03-05,Cameroon,0.0,0.0,0.0,CMR,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2020-03-06,Cameroon,1.0,0.0,0.0,CMR,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2020-03-07,Cameroon,0.0,0.0,0.0,CMR,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2020-03-08,Cameroon,1.0,0.0,0.0,CMR,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2020-03-09,Cameroon,0.0,0.0,0.0,CMR,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2020-03-10,Cameroon,0.0,0.0,0.0,CMR,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2020-03-11,Cameroon,0.0,0.0,0.0,CMR,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2020-03-12,Cameroon,0.0,0.0,0.0,CMR,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2020-03-13,Cameroon,0.0,0.0,0.0,CMR,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.76,4.76,,
2020-03-14,Cameroon,0.0,0.0,0.0,CMR,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.76,4.76,,
2020-03-15,Cameroon,0.0,0.0,0.0,CMR,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.76,4.76,,
2020-03-16,Cameroon,2.0,0.0,0.0,CMR,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.76,4.76,,
2020-03-17,Cameroon,6.0,0.0,0.0,CMR,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.76,4.76,,
2020-03-18,Cameroon,0.0,0.0,0.0,CMR,2.0,1.0,0.0,,2.0,1.0,1.0,1.0,0.0,,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,61.9,61.9,,
2020-03-19,Cameroon,3.0,0.0,0.0,CMR,2.0,1.0,0.0,,2.0,1.0,1.0,1.0,0.0,,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,61.9,61.9,,
2020-03-20,Cameroon,7.0,0.0,0.0,CMR,2.0,1.0,0.0,,2.0,1.0,1.0,1.0,0.0,,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,61.9,61.9,,
2020-03-21,Cameroon,7.0,0.0,0.0,CMR,2.0,1.0,0.0,,2.0,1.0,1.0,1.0,0.0,,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,61.9,61.9,,
2020-03-22,Cameroon,13.0,0.0,0.0,CMR,2.0,1.0,0.0,,2.0,1.0,1.0,1.0,0.0,,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,61.9,61.9,,
2020-03-23,Cameroon,16.0,0.0,0.0,CMR,2.0,1.0,0.0,,2.0,1.0,1.0,1.0,0.0,,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,61.9,61.9,,
2020-03-24,Cameroon,10.0,0.0,0.0,CMR,2.0,1.0,0.0,,2.0,1.0,1.0,1.0,0.0,,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,61.9,61.9,,
2020-03-25,Cameroon,9.0,2.0,1.0,CMR,2.0,1.0,0.0,,2.0,1.0,1.0,1.0,0.0,,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,61.9,61.9,,
2020-03-26,Cameroon,0.0,0.0,0.0,CMR,2.0,1.0,0.0,,2.0,1.0,1.0,1.0,0.0,,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,61.9,61.9,,
2020-03-27,Cameroon,16.0,0.0,1.0,CMR,2.0,1.0,0.0,,2.0,1.0,1.0,1.0,0.0,,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,61.9,61.9,,
2020-03-28,Cameroon,0.0,0.0,0.0,CMR,2.0,1.0,0.0,,2.0,1.0,1.0,1.0,0.0,,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,61.9,61.9,,
2020-03-29,Cameroon,48.0,3.0,4.0,CMR,2.0,1.0,0.0,,2.0,1.0,1.0,1.0,0.0,,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,61.9,61.9,,
2020-03-30,Cameroon,0.0,0.0,0.0,CMR,2.0,1.0,0.0,,2.0,1.0,1.0,1.0,0.0,,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,61.9,61.9,,
2020-03-31,Cameroon,54.0,0.0,0.0,CMR,2.0,1.0,0.0,,2.0,1.0,1.0,1.0,0.0,,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,61.9,61.9,,
2020-04-01,Cameroon,40.0,5.0,0.0,CMR,2.0,1.0,0.0,,2.0,1.0,1.0,1.0,0.0,,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,61.9,61.9,,
2020-04-02,Cameroon,73.0,0.0,1.0,CMR,2.0,1.0,0.0,,2.0,1.0,1.0,1.0,0.0,,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,61.9,61.9,,
2020-04-03,Cameroon,203.0,7.0,1.0,CMR,2.0,1.0,0.0,,2.0,1.0,1.0,1.0,0.0,,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,61.9,61.9,,
2020-04-04,Cameroon,46.0,0.0,1.0,CMR,2.0,1.0,0.0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,76.19,76.19,,
2020-04-05,Cameroon,95.0,0.0,0.0,CMR,2.0,1.0,0.0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,76.19,76.19,,
2020-04-06,Cameroon,8.0,0.0,0.0,CMR,2.0,1.0,0.0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,76.19,76.19,,
2020-04-07,Cameroon,0.0,26.0,0.0,CMR,2.0,1.0,0.0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,,,,,,,76.19,76.19,,
2020-04-08,Cameroon,72.0,17.0,1.0,CMR,2.0,1.0,0.0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,,,,,,,76.19,76.19,,
2020-04-09,Cameroon,0.0,0.0,0.0,CMR,2.0,1.0,0.0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,,,,,,,76.19,76.19,,
2020-04-10,Cameroon,90.0,38.0,2.0,CMR,2.0,1.0,0.0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,,,,,,,76.19,76.19,,
2020-04-11,Cameroon,0.0,0.0,0.0,CMR,2.0,1.0,0.0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,,,,,,,76.19,76.19,,
2020-04-12,Cameroon,0.0,0.0,0.0,CMR,2.0,1.0,0.0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,,,,,,,76.19,76.19,,
2020-04-13,Cameroon,0.0,0.0,0.0,CMR,2.0,1.0,0.0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,,,,,,,76.19,76.19,,
2020-04-14,Cameroon,28.0,32.0,2.0,CMR,2.0,1.0,0.0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,,,,,,,76.19,76.19,,
2020-04-15,Cameroon,0.0,35.0,3.0,CMR,2.0,1.0,0.0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,,,,,,,76.19,76.19,,
2020-04-16,Cameroon,148.0,-1.0,5.0,CMR,2.0,1.0,0.0,,2.0,1.0,1.0,1.0,,,1.0,1.0,,,,,,,,,76.19,,
2020-04-17,Cameroon,0.0,0.0,0.0,CMR,2.0,1.0,0.0,,2.0,1.0,1.0,1.0,,,1.0,1.0,,,,,,,,,76.19,,
2020-01-22,Canada,0.0,0.0,0.0,CAN,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,1.75,0.0,0.0,0.0,1.0,4.76,4.76,6.2,13614.0
2020-01-23,Canada,0.0,0.0,0.0,CAN,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,1.75,0.0,0.0,0.0,1.0,4.76,4.76,6.2,13614.0
2020-01-24,Canada,0.0,0.0,0.0,CAN,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,1.75,0.0,0.0,0.0,1.0,4.76,4.76,6.2,13614.0
2020-01-25,Canada,0.0,0.0,0.0,CAN,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,1.75,0.0,0.0,1.0,1.0,4.76,4.76,6.2,13614.0
2020-01-26,Canada,1.0,0.0,0.0,CAN,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,1.75,0.0,0.0,1.0,1.0,4.76,4.76,6.2,13614.0
2020-01-27,Canada,0.0,0.0,0.0,CAN,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,1.75,0.0,0.0,1.0,1.0,4.76,4.76,6.2,13614.0
2020-01-28,Canada,1.0,0.0,0.0,CAN,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,1.75,0.0,0.0,1.0,1.0,4.76,4.76,6.2,13614.0
2020-01-29,Canada,0.0,0.0,0.0,CAN,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,1.75,0.0,0.0,1.0,1.0,4.76,4.76,6.2,13614.0
2020-01-30,Canada,0.0,0.0,0.0,CAN,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,1.75,0.0,0.0,1.0,1.0,4.76,4.76,6.2,13614.0
2020-01-31,Canada,2.0,0.0,0.0,CAN,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,1.75,0.0,0.0,1.0,1.0,4.76,4.76,6.2,13614.0
2020-02-01,Canada,0.0,0.0,0.0,CAN,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,1.75,35.0,0.0,1.0,1.0,4.76,4.76,6.2,13614.0
2020-02-02,Canada,0.0,0.0,0.0,CAN,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,1.75,35.0,0.0,1.0,1.0,4.76,4.76,6.2,13614.0
2020-02-03,Canada,0.0,0.0,0.0,CAN,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,1.75,35.0,0.0,1.0,1.0,4.76,4.76,6.2,13614.0
2020-02-04,Canada,0.0,0.0,0.0,CAN,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,1.75,35.0,0.0,1.0,1.0,4.76,4.76,6.2,13614.0
2020-02-05,Canada,1.0,0.0,0.0,CAN,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,1.75,35.0,0.0,1.0,1.0,4.76,4.76,6.2,13614.0
2020-02-06,Canada,0.0,0.0,0.0,CAN,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,1.75,35.0,0.0,1.0,1.0,4.76,4.76,6.2,13614.0
2020-02-07,Canada,2.0,0.0,0.0,CAN,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,1.75,35.0,0.0,1.0,1.0,4.76,4.76,6.2,13614.0
2020-02-08,Canada,0.0,0.0,0.0,CAN,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,1.75,35.0,0.0,1.0,1.0,4.76,4.76,6.2,13614.0
2020-02-09,Canada,0.0,0.0,0.0,CAN,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,1.75,35.0,0.0,1.0,1.0,4.76,4.76,6.2,13614.0
2020-02-10,Canada,0.0,0.0,0.0,CAN,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,1.75,35.0,0.0,1.0,1.0,4.76,4.76,6.2,13614.0
2020-02-11,Canada,0.0,0.0,0.0,CAN,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,1.75,35.0,0.0,1.0,1.0,4.76,4.76,6.2,13614.0
2020-02-12,Canada,0.0,1.0,0.0,CAN,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,1.75,35.0,0.0,1.0,1.0,4.76,4.76,6.2,13614.0
2020-02-13,Canada,0.0,0.0,0.0,CAN,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,1.75,35.0,0.0,1.0,1.0,4.76,4.76,6.2,13614.0
2020-02-14,Canada,0.0,0.0,0.0,CAN,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,1.75,35.0,0.0,1.0,1.0,4.76,4.76,6.2,13614.0
2020-02-15,Canada,0.0,0.0,0.0,CAN,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,1.75,35.0,0.0,1.0,1.0,4.76,4.76,6.2,13614.0
2020-02-16,Canada,0.0,0.0,0.0,CAN,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,1.75,35.0,0.0,1.0,1.0,4.76,4.76,6.2,13614.0
2020-02-17,Canada,1.0,0.0,0.0,CAN,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,1.75,35.0,0.0,1.0,1.0,4.76,4.76,6.2,13614.0
2020-02-18,Canada,0.0,0.0,0.0,CAN,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,1.75,35.0,0.0,1.0,1.0,4.76,4.76,6.2,13614.0
2020-02-19,Canada,0.0,0.0,0.0,CAN,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,1.75,35.0,0.0,1.0,1.0,4.76,4.76,6.2,13614.0
2020-02-20,Canada,0.0,0.0,0.0,CAN,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,1.75,35.0,0.0,1.0,1.0,4.76,4.76,6.2,13614.0
2020-02-21,Canada,1.0,2.0,0.0,CAN,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,1.75,35.0,0.0,1.0,1.0,4.76,4.76,6.2,13614.0
2020-02-22,Canada,0.0,0.0,0.0,CAN,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,1.75,35.0,0.0,1.0,1.0,4.76,4.76,6.2,13614.0
2020-02-23,Canada,0.0,0.0,0.0,CAN,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,1.75,35.0,0.0,1.0,1.0,4.76,4.76,6.2,13614.0
2020-02-24,Canada,1.0,0.0,0.0,CAN,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,1.75,35.0,0.0,1.0,1.0,4.76,4.76,6.2,13614.0
2020-02-25,Canada,1.0,0.0,0.0,CAN,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,1.75,35.0,0.0,1.0,1.0,4.76,4.76,6.2,13614.0
2020-02-26,Canada,0.0,0.0,0.0,CAN,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,1.75,35.0,0.0,1.0,1.0,4.76,4.76,6.2,13614.0
2020-02-27,Canada,2.0,3.0,0.0,CAN,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,1.75,35.0,0.0,1.0,1.0,4.76,4.76,6.2,13614.0
2020-02-28,Canada,1.0,0.0,0.0,CAN,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,1.75,35.0,0.0,1.0,1.0,4.76,4.76,6.2,13614.0
2020-02-29,Canada,6.0,0.0,0.0,CAN,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,1.75,35.0,0.0,1.0,1.0,4.76,4.76,6.2,13614.0
2020-03-01,Canada,4.0,0.0,0.0,CAN,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,1.75,35.0,0.0,1.0,1.0,4.76,4.76,6.2,13614.0
2020-03-02,Canada,3.0,0.0,0.0,CAN,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,1.75,35.0,0.0,1.0,1.0,4.76,4.76,6.2,13614.0
2020-03-03,Canada,3.0,0.0,0.0,CAN,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,1.75,35.0,0.0,1.0,1.0,4.76,4.76,6.2,13614.0
2020-03-04,Canada,3.0,0.0,0.0,CAN,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,1.25,35.0,0.0,1.0,1.0,4.76,4.76,6.2,13614.0
2020-03-05,Canada,4.0,0.0,0.0,CAN,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,1.25,35.0,0.0,1.0,1.0,4.76,4.76,6.2,13614.0
2020-03-06,Canada,12.0,0.0,0.0,CAN,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,1.25,35.0,0.0,1.0,1.0,4.76,4.76,6.2,13614.0
2020-03-07,Canada,5.0,2.0,0.0,CAN,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,1.25,35.0,0.0,1.0,1.0,4.76,4.76,6.2,13614.0
2020-03-08,Canada,10.0,0.0,0.0,CAN,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,1.25,35.0,0.0,1.0,1.0,4.76,4.76,6.2,13614.0
2020-03-09,Canada,13.0,0.0,1.0,CAN,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,1.25,35.0,0.0,2.0,1.0,4.76,4.76,6.2,13614.0
2020-03-10,Canada,2.0,0.0,0.0,CAN,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,1.25,35.0,0.0,2.0,1.0,4.76,4.76,6.2,13614.0
2020-03-11,Canada,29.0,0.0,0.0,CAN,0.0,,0.0,,0.0,,0.0,,1.0,1.0,0.0,,1.0,11000000.0,0.25,562.0,200000000.0,2.0,1.0,19.05,19.05,6.2,13614.0
2020-03-12,Canada,9.0,0.0,0.0,CAN,0.0,,0.0,,2.0,0.0,0.0,,1.0,1.0,0.0,,1.0,0.0,0.25,562.0,191.0,2.0,1.0,28.57,28.57,6.2,13614.0
2020-03-13,Canada,76.0,0.0,0.0,CAN,0.0,,0.0,,2.0,0.0,0.0,,1.0,1.0,0.0,,1.0,0.0,0.25,562.0,191.0,2.0,1.0,28.57,28.57,6.2,13614.0
2020-03-14,Canada,5.0,0.0,0.0,CAN,0.0,,0.0,,2.0,0.0,0.0,,1.0,1.0,0.0,,1.0,0.0,0.25,562.0,191.0,2.0,1.0,28.57,28.57,6.2,13614.0
2020-03-15,Canada,54.0,0.0,0.0,CAN,0.0,,0.0,,2.0,0.0,0.0,,1.0,1.0,0.0,,1.0,0.0,0.25,562.0,191.0,2.0,1.0,28.57,28.57,6.2,13614.0
